Network,Message URL,Profile,Date,Message,Type,Content Type,Followers,Engagements,Location,Likes,Dislikes,Comments,Shares,Theme
Twitter,https://twitter.com/ChibyNavy/statuses/1528223610095251457,ChibyNavy,5/21/2022 11:57 pm,"ferbelaunzaran @pablo_majluf @HernanGomezB  Llamar a un pueblo Oaxaqueño ""arrabalero y horroroso"" qué es? | QT: Ilustrativo debate de @pablo_majluf con @HernanGomezB sobre racismo en México.

Pablo problematiza, matiza, particulariza; advierte contradicciones en sociedad diversa, compleja y con historia propia.

Discrepo y coincido en parte y tengo apuntes.

Hernan es simplón y panfletario",Mention,Text Only,1769,0,"Azcapotzalco, Mexico City, Mexico",0,0,0,0,
Twitter,https://twitter.com/asleysolis/statuses/1528221671919955968,asleysolis,5/21/2022 11:50 pm,"Exacto | QT: Una diferencia entre arte y artesanía que no este fundada en una otredad racista.

¿Alguien?",Message,Text Only,891,0,"Guadalajara, Jalisco, Mexico",0,0,0,0,Origen cultural
Twitter,https://twitter.com/Bat_Kings_/statuses/1528218987175215104,Bat_Kings_,5/21/2022 11:39 pm,El jugador más naco del fútbol mexicano | QT: Y QUE CHINGUE A SU MADRE EL NACO DE NAHUEL GUZMÁN,Message,Text Only,630,0,"Matamoros, Coahuila, Mexico",0,0,0,0,Odio
Twitter,https://twitter.com/RCATimes/statuses/1528218565027201024,RCATimes,5/21/2022 11:37 pm,"Ahí pa’ mañana que vayan a misa con este sujetito | QT: @jenarovillamil @lopezdoriga @lopezdoriga es un racista y mezquino, su opinión no cuenta.",Message,Text Only,1213,0,"Nogales, Arizona, United States",0,0,0,0,
Twitter,https://twitter.com/Zandii06/statuses/1528218489483304960,Zandii06,5/21/2022 11:37 pm,Mamador!! Che Naco | QT: ¿Cómo describirías en una palabra el show de Nahuel Guzmán antes del penal decisivo contra Atlas? 🤔🤦🏻‍♂️ https://t.co/6XlJJQLKcH,Message,Text Only,202,0,"Iztacalco, Mexico City, Mexico",0,0,0,0,Odio
Twitter,https://twitter.com/paolattorres/statuses/1528217992898674688,paolattorres,5/21/2022 11:35 pm,"PedalMetal @LuisValLe_A Jajaja Podría tener algo de razón pero su error fue hacer referencias innecesarias. Te aseguro que si no hubiera mencionado ninguna colonia no sería viral, hubiera quedado como la morra clasista de Polanco. Pero solita se puso de pechito cuando critico a todo un sector. 🤷🏻‍♀️",Mention,Text Only,267,0,"Cuauhtemoc, Mexico City, Mexico",0,0,0,0,Género
Twitter,https://twitter.com/Kuklix/statuses/1528215800640839680,Kuklix,5/21/2022 11:26 pm,"Una práctica súper común de la policía yuca y seguridad privada en centros comerciales del norte | QT: El orden establecido por la Casta Divina en Yucatán ha cambiado pero su estructura y base prevalecen. El hablar maya o tener acento yucateco-maya es motivo de discriminación. Hasta la policía te detiene si estás en una colonia de Mérida que ""no parece la tuya"" por tu físico.",Message,Text Only,172,0,"Iztapalapa, Mexico City, Mexico",0,0,0,0,"Perfilamiento racial, Origen cultural"
Twitter,https://twitter.com/DraMelendrez/statuses/1528206690688151552,DraMelendrez,5/21/2022 10:50 pm,epigmenioibarra Es la pobre gente racista,Mention,Text Only,77,0,Mexico,0,0,0,0,
Twitter,https://twitter.com/DavSalaz/statuses/1528203014976196608,DavSalaz,5/21/2022 10:36 pm,AlejndraC Gignac es puto naco y asqueroso. Le grita a todos.,Mention,Text Only,143,0,"Casa Blanca, Puebla, Mexico",0,0,0,0,"Sexodiversidad, Odio"
Twitter,https://twitter.com/Magusolome/statuses/1528201009314537472,Magusolome,5/21/2022 10:28 pm,"MarkDeReborn Que es de muy mal gusto , vulgar y naco esos excesivas muestras de afecto en lugares públicos",Mention,Text Only,2032,0,"Colonia Lindavista, México, Mexico",0,0,0,0,Odio
Twitter,https://twitter.com/iValdook/statuses/1528199694144487427,iValdook,5/21/2022 10:22 pm,"¿Qué es lo más naco que se les ha ocurrido meter al cine? 

Yo a una morra que le iba a las chivas.",Message,Text Only,7273,0,"Ixtapa, Jalisco, Mexico",0,0,0,0,"Odio, Género"
Twitter,https://twitter.com/Ulises72982531/statuses/1528199285250170888,Ulises72982531,5/21/2022 10:21 pm,"HernanGomezB No que estabas en contra de la corrupción, de nepotismo y sobre todo de clasismo. Hernán tus sesgos de tienes por tu ideología te lleva a la incongruencia.",Mention,Text Only,308,0,"Colima, Colima, Mexico",0,0,0,0,
Twitter,https://twitter.com/Nelson64471183/statuses/1528198476995219456,Nelson64471183,5/21/2022 10:18 pm,PepeAre62353112 @_its_a_sin Puro empleado fifi y cuando uno los pone de culo dicen no tienen argumentos solo ofenden y mira su clasismo a lo mejor son los empleados fifis https://t.co/beoBX4AeSb,Mention,Photo,0,0,"Tuxpan de Rodriguez Cano, Veracruz, Mexico",0,0,0,0,
Twitter,https://twitter.com/gelipavera/statuses/1528194887618904065,gelipavera,5/21/2022 10:03 pm,"1: se gobierna para agradar, ya que su puesto es de representación popular. 
2: cualquier expresión humana es arte y cultura; concepto básico que se enseña desde la secundaria. 
3: si tanta gente de tu demarcación te dice que no está de acuerdo, significa NO. 
#ConLosRótulosNO | QT: .@SandraCuevas_ dice que los rótulos 'no son arte' y que no gobierna 'para agradar'

“Para eso me pagan más de 100 mil pesos”, comentó. Aseguró que platicará con vecinos y artistas respecto a los rótulos. Negó que sea clasismo: ""Sé vivir sin nada y sé vivir en la opulencia"". https://t.co/hxqsYL3aA0",Message,Text Only,163,0,"Cuauhtemoc, Mexico City, Mexico",0,0,0,0,
Instagram,https://www.instagram.com/p/Cd166oUj7Ic/,,5/21/2022 9:52 pm,"19/12/2021Danza

Lo cierto es que la vida me ha regalado oportunidades de conocer, escuchar y observar a mujeres que han sido y seran muy inspiradoras...
Sus desafíos, fortalezas, decires, sus historias y verlas en el día a día batallar con lugares injustos y duros... sigue siendo una gran enseñanza! 
Quien canta es Carmen Abella, y así la recuerdo cantando en las mesas de cumpleaños y navidades...
Este fue en pandemia después de extrañar mucho mis costumbres estando fuera...
Me gusta darle ese tinte antiguo e improvisado siempre! 

Pdt Hagamos que la historia no se siga repitiendo!

#mujeres #afros #uruguay #cuerpos #quevalen #movimiento #anti #racista
#cultura #danzacandombe",Message,Video,0,13,,13,0,0,0,Género
