Network,Message URL,Profile,Date,Message,Type,Content Type,Followers,Engagements,Location,Likes,Dislikes,Comments,Shares,Theme
Twitter,https://twitter.com/leyv_angel/statuses/1526408876274221061,leyv_angel,5/16/2022 11:46 pm,"Jajajajajajajajajajajajajaj

Los IZMIERDISTAS MEJIKANOS DE MORENA
LLORANDOLE al CAPITALISMO

JAJAJAJAJAJAJA

BOLA de frustrados y resentidos sociales https://t.co/bOeSGrnJET | QT: 😉🍃 Esta es una gran opción para conocer gran parte de la #CDMX. 

https://t.co/UdnrvutUyM",Message,Photo,784,0,"Venustiano Carranza, Mexico City, Mexico",0,0,0,0,Backlash
Twitter,https://twitter.com/belys0758/statuses/1526408752534020096,belys0758,5/16/2022 11:46 pm,"Suscribo y comparto | QT: ¿Médicos cubanos? 
Soy médico mexicano, estudie en México, he ejercido la profesión en Estados Unidos y acá he conocido médicos de diversas partes del mundo, incluyendo médicos cubanos. Oponerse a que médicos cubanos trabajen en México es infundado, clasista, y discriminatorio.",Message,Text Only,847,0,"Apodaca, Nuevo León, Mexico",0,0,0,0,
Twitter,https://twitter.com/garciaezek/statuses/1526407120094117888,garciaezek,5/16/2022 11:39 pm,"17/05 día mundial de la lucha contra la lgbtifobia, ya que sigue existiendo discriminación, violencia y muerte.
x quienes no están, x quienes tienen miedo, x quienes tienen sueños de vivir en un mundo diferente, encendemos una velita a las 8 p.m. en la plaza de armas de Dgo. https://t.co/GKM8ho5SOL",Message,Photo,1831,0,Mexico,0,0,0,0,
Twitter,https://twitter.com/mirellemontes/statuses/1526406021110964225,mirellemontes,5/16/2022 11:35 pm,"La cultura de la paz, se construye todos los días. 

Desde nuestros espacios, pongamos nuestro granito de arena para eliminar todas las formas de violencia y discriminación.

Fomentemos el diálogo y transformemos nuestro mundo ✌🏼🤍 https://t.co/0i3zDGMduz",Message,Photo,2914,0,"Guadalajara, Jalisco, Mexico",0,0,0,0,
Twitter,https://twitter.com/varamburucano/statuses/1526397493998592001,varamburucano,5/16/2022 11:01 pm,"¿De verdad no pueden articular una idea que no sea clasista? | QT: Este tipo da clases y ""hace investigación"" en una universidad, pero debería estar en un cruce vendiendo lápices",Message,Text Only,7442,0,"Colonia del Valle, Mexico City, Mexico",0,0,0,0,
Twitter,https://twitter.com/marcela94925/statuses/1526393726666305536,marcela94925,5/16/2022 10:46 pm,BDC2773 @MaxKaiser75 @DraAnaCeci Se ve lo resentido que estás… no puedes aceptar que una joven bonita sea Mucho Mejor que tú… Bot pagado,Mention,Text Only,1943,0,"San Miguel de Allende, Guanajuato, Mexico",0,0,0,0,Backlash
Twitter,https://twitter.com/SalvadorDelRoV2/statuses/1526392015470022657,SalvadorDelRoV2,5/16/2022 10:39 pm,micuentamedica También se puede decir dra que es de amplio criterio para mí es una persona vanguardista de avanzada sin tabus complejos alguien que no se espanta que si la moral la decencia conservadora clasista,Mention,Text Only,705,0,Mexico,0,0,0,0,
Twitter,https://twitter.com/gothicfatale/statuses/1526390692020355072,gothicfatale,5/16/2022 10:34 pm,"No soy clasista, de hecho tengo amigos que no han visto Moon Knight y les hablo bien https://t.co/7fNLe3dv6Y",Message,Photo,63,0,Mexico,0,0,0,0,
Twitter,https://twitter.com/EduardoNaresR/statuses/1526385978272890880,EduardoNaresR,5/16/2022 10:15 pm,"Me sorprende la calidad del discurso de la oposición sobre los #MedicosCubanos en México. 

Una vez más evidencian su clasismo asqueroso y deleznable. 

Son tan burdos y doble moral que detestan al pueblo cubano, pero qué tal van de vacaciones a su país.",Message,Text Only,449,0,"Coyoacan, Mexico City, Mexico",0,0,0,0,
Twitter,https://twitter.com/Cecilia66090812/statuses/1526378661837828098,Cecilia66090812,5/16/2022 9:46 pm,"VictorPeMen @MSEQUEYRO Detrás de ese rechazó a Noroña que lo disimulan con que es ""contradictorio""  ""violento"" que no se baña , etc. hay muchos prejuicios clasista.  Lo triste es que es tanto de tanto de la oposición como de compañeros del movimiento.",Mention,Text Only,204,0,"Magdalena Contreras, Mexico City, Mexico",0,0,0,0,
Twitter,https://twitter.com/JAReusA/statuses/1526374907184959488,JAReusA,5/16/2022 9:31 pm,"TruebaLara ¡Vamos Trueba! Qué puedes esperar de un decrépito resentido social cuyos motores en su asquerosa vida  e inmensa mediocridad son el odio, la amargura, la envidia, la calumnia y la miseria espiritual. No pidas peras al olmo ni nobleza al alacrán; desgracia y retroceso para México. https://t.co/ty4m7zm4gt",Mention,Photo,449,3,"Medina, Guanajuato, Mexico",1,0,0,2,Backlash
Instagram,https://www.instagram.com/p/Cdo__afLzU9/,,5/16/2022 9:24 pm,"(+Portugués)
✅✏️ El curso ""Racismo y lucha de clases en Brasil"" se suma a la plataforma de cursos de la Fundación Lauro Campos y Marielle Franco y presenta de forma panorámica la dinámica de la formación social brasileña y sus desencadenantes hasta el día de hoy. 

Gracias al Partido psol50, la Fundación Lauro Campos y Marielle Franco fundacaolcmf, y a sus formadores. 🇧🇷💪🏽

✅✏️ O curso “O racismo e a luta de classes no Brasil” se soma a plataforma de cursos da Fundação Lauro Campos e Marielle Franco e apresenta de forma panorâmica as dinâmicas da formação social  brasileira e seus desencadeamentos até os dias de hoje.

Obrigado ao Partido psol50 Fundação Lauro Campos e Marielle Franco fundacaolcmf, e seus formadores. 🇧🇷💪🏽

#Psol50 #esquerdasegueesquerda #Lula13 #Racismo #Luta #estudaqueavidamuda #Brasil",Message,Photo,0,7,,7,0,0,0,
Twitter,https://twitter.com/cassimskatelml/statuses/1526371796311846912,cassimskatelml,5/16/2022 9:19 pm,"Este si es racismo disfrazado de nacionalismo | QT: Hola #Fren, que asco verte #Again Espero no des #FakeNews #Again... https://t.co/PXvoCoKHdh",Message,Text Only,213,0,"Coyoacan, Mexico City, Mexico",0,0,0,0,
Twitter,https://twitter.com/PONCHOELCHICO64/statuses/1526369367407067137,PONCHOELCHICO64,5/16/2022 9:09 pm,"DraAnaCeci La damita …. Afrentosa. Marrullera, clasista .. discriminador a … y llama a sus compañeros provincianos … terminó añejo y anquilosado … a y le tenemos que creer lo que es … pobrecita",Mention,Text Only,489,0,"Jardines de la Silla (Jardines), Nuevo León, Mexico",0,0,0,0,
Twitter,https://twitter.com/ziresmich/statuses/1526368931086315520,ziresmich,5/16/2022 9:08 pm,Mi ex jefe me dijo que me pagaba hoy y el naco me dejo menos de la mitad de lo que me debe y me dijo que el ya hizo cuentas y que eso salió? WTF neta que feo que se den a conocer por GATOS,Message,Text Only,1287,0,"Colonia del Valle, Mexico City, Mexico",0,0,0,0,Odio
