Network,Message URL,Profile,Date,Message,Type,Content Type,Followers,Engagements,Location,Gender,Age,Likes,Dislikes,Comments,Shares,Theme
Instagram,https://www.instagram.com/p/CbZFBRbg3x0/,,3/21/2022 11:57 pm,"Ofrezco estos dos talleres durante esta semana a partir de hoy martes en el horario que puedan asistir. El dueño donde alquilamos no dejó de subir por nimiedades (el techo sigue goteando y la puerta no se cae de casualidad) pero aún no puedo abandonar este lugar horrible que alquilo. Encima mi gato el más grande tiene problemas para maullar y pareciera que ahora además se le suma una conjuntivitis pero no quiero arriesgar a automedicar.
En su momento uno de los talleres que di con Identidad Marrón tenía un costo de poco más de 2000 pesos (era parte de 4 encuentros que se daban, los 4 a 8300$AR o 90U$S) por persona
No voy a solicitar ese monto pero al menos poco más de 700$AR por taller quisiera recibir ya que para el jueves tengo que juntar una importante suma de dinero, el 700 sería la base. Si estás afuera el importe es de 5 U$S dolares ya que con deducciones y varias perdería dinero en el camino, a través de paypal a flo.mmn@gmail.com

Hay un formulario en mi bio y sino me pueden escribir a ese mail o por MD.
https://forms.gle/B1aXSx3NFR2o42K69

Taller 1 / Audiovisuales antirracistas. El material de archivo y ficción como construcción de pasado, presente y futuro. Perspectivas de resignificación, creación y análisis. Miradas desde el sur global.
La creación audiovisual con material de archivo y registro propio.

Taller 2 / Estética Andina. La importancia de las propias referencias culturales y su entramado en la construcción de la cultura audiovisual. Un análisis colectivo a partir de recorrer materiales audiovisuales icónicos del mainstream, desde una cosmovisión ancestral entendiendo distintos códigos espacio-temporales.

Si hay alguien en Jujuy que tenga alguna especie de canje por atención veterinaria o gotitas que seguro el veterinario me va a encargar también podría ser.

Hay un tercer taller que estoy preparando que está más vinculado a Peronismo. Pero aún no está disponible. 

A quienes habían enviado formulario voy a estar enviandoles un mail. Gracias.

Si hubiera la posibilidad de juntar a algunas personas que quieran que lo de en inglés podría considerarlo. Lo mismo portugués. 

#cineargentino #racismo #argentina #womanfilmmaker #racism #indigenous",Message,Photo,0,251,,,,244,0,7,0,
Twitter,https://twitter.com/MiguelVallejoB2/statuses/1506117489461145601,MiguelVallejoB2,3/21/2022 11:56 pm,"mikelegorreta @MigeGs58 @azucenau @Radio_Formula ¡Tú eres el mediocre, absurdo, obtuso y clasista!.",Mention,Text Only,85,0,Mexico,Men,,0,0,0,0,
Twitter,https://twitter.com/gnajjjj/statuses/1506116841604849668,gnajjjj,3/21/2022 11:53 pm,"En realidad todo complejo de inferioridad carece de causas externas. Se trata más bien de una afección espiritual del sujeto que viene de fuerzas telúricas internas.

Casi nunca hay nada qué hacer. https://t.co/vg7i4PgCwP | QT: ¿Y qué opinan sobre las caballerizas del aeropuerto Stuttgart? 

Ahí no hay bronca porque son alemanes, europeos y güeros, ¿no? 

#AIFA https://t.co/PjoqExh0SO",Message,Link,1759,9,"Colonia Lindavista, México, Mexico",,,7,0,2,0,Odio
Twitter,https://twitter.com/gnajjjj/statuses/1506116119614173185,gnajjjj,3/21/2022 11:50 pm,"No. Más bien porque un zoquete resentido quiso construir una Central Avionera que ya inauguró aunque no haya agua en los baños.

Mejor explicación ¿no? https://t.co/e5X2945hwU | QT: No veo despegando ni un avión desde el NAIM. 

¿Será porque se inundó de agua y corrupción? 🙊🤷🏻‍♀️",Message,Link,1759,4,"Colonia Lindavista, México, Mexico",,,4,0,0,0,Backlash
Twitter,https://twitter.com/cassimskatelml/statuses/1506115949489016832,cassimskatelml,3/21/2022 11:49 pm,"Clasistas nomás https://t.co/kyvelatrD7 | QT: Primero dijeron que no habría aeropuerto, después que el Uber al aeropuerto “estaba muy caro” y ahora que en el aeropuerto se vende “comida barata de puesto”.

🤡",Message,Link,210,0,Mexico,Men,,0,0,0,0,
Twitter,https://twitter.com/ricardoms09/statuses/1506115732119109645,ricardoms09,3/21/2022 11:49 pm,"elnarrador Jajajajaja ¿ya se enojó? Resentido social eso es nuevo, uy ya mi pobre madre. Nota como el resentido es otro, ¿no que no odiabas?  Otro poco más y parecerías un psitacido. Y descuida mi cultura me da más que solo entender de baloncitos @FOXSportsMX ¿esa es la clase de empleados?",Mention,Text Only,95,1,"Casa Blanca, Puebla, Mexico",Men,,0,0,1,0,Backlash
Twitter,https://twitter.com/mendizabal733/statuses/1506115340257746949,mendizabal733,3/21/2022 11:47 pm,"javiermaderon @TereValeMX Disculpe hombre pobre ¿que tiene que ver los dientes? Un argumento débil de una mente débil, obvio con un ataque por que predomina el sentimiento de inferioridad.
¿Aparte del físico puede criticar algo más? Sigo no es que usted sea George Clooney",Mention,Text Only,84,0,"Cuernavaca, Morelos, Mexico",,,0,0,0,0,
Twitter,https://twitter.com/JessRomoMo/statuses/1506115246884335617,JessRomoMo,3/21/2022 11:47 pm,VicGC9 @manandreek @betomatrix69 @jairocalixto Clasista es tener un área VIP…🤡 https://t.co/pE5wqhpIug,Mention,Photo,108,1,"Cuauhtemoc, Mexico City, Mexico",Women,,0,0,1,0,
Twitter,https://twitter.com/rafille14/statuses/1506114505801142273,rafille14,3/21/2022 11:44 pm,"Chaleps No mames Rivas, estás confundiendo mediocridad, corrupción y obstinación en hacer cosas vulgares y corrientes con clasismo, al César lo que es del César, un aeropuerto de la capital de este país debe juzgarse con estándares muy alejados a los de un bodega Aurrera",Mention,Text Only,1550,2,"Tesistan, Jalisco, Mexico",,,1,0,1,0,
Twitter,https://twitter.com/huetman_v/statuses/1506114201147699203,huetman_v,3/21/2022 11:43 pm,mapb_16 este wey es MMA o que putas se siente sacando ojos ahorcándo gente pinche naco 🤮🤮🤮,Mention,Text Only,642,0,"Coyoacan, Mexico City, Mexico",Women,,0,0,0,0,Odio
