Network,Message URL,Profile,Date,Message,Type,Content Type,Followers,Engagements,Location,Gender,Age,Likes,Dislikes,Comments,Shares,Theme
Twitter,https://twitter.com/elcacabonita/statuses/1498518216456523779,elcacabonita,2/28/2022 11:39 pm,"Sus comentarios bien racistas de los del bar ""I'm not an Asian, man"". Ya que le paren o me voy a poner a decir pendejadas y todos traen su plomo jaja.",Message,Text Only,1705,1,"Nacogdoches, Texas, United States",,,1,0,0,0,
Twitter,https://twitter.com/AxelGar56163124/statuses/1498514339338280962,AxelGar56163124,2/28/2022 11:23 pm,jose5anchez Ni que ir a dormir maldito racistas machista no me voy a dormir hasta que me expliques tu argumento https://t.co/VgzKwXv2Pe,Mention,Photo,394,2,Guatemala,,,1,0,1,0,
Twitter,https://twitter.com/jvalenci777/statuses/1498512461162373125,jvalenci777,2/28/2022 11:16 pm,"HoracioFranco @casa_lamm @_VicenteSerrano El meco racismo mexicano, gente chilanga jodida Fifimeca.",Mention,Text Only,3345,0,"Naucalpan de Juarez, México, Mexico",,,0,0,0,0,
Twitter,https://twitter.com/Clau07Rocha/statuses/1498504784277434368,Clau07Rocha,2/28/2022 10:45 pm,bbcmundo Que triste 😢 cuándo dejarán de ver el color de piel antes que a los seres humanos?🥺,Mention,Text Only,91,12,"Magdalena Contreras, Mexico City, Mexico",,,12,0,0,0,
Twitter,https://twitter.com/Omttl83/statuses/1498501273812938753,Omttl83,2/28/2022 10:31 pm,"Tenía razón super Vlad, racistas, clasistas y fascistas https://t.co/ZGL656TDd7",Message,Photo,20,0,"Ciudad Nezahualcoyotl, México, Mexico",,,0,0,0,0,
Twitter,https://twitter.com/cesarmadriz/statuses/1498497515313844230,cesarmadriz,2/28/2022 10:17 pm,Para mi una de las cosas más crudas de este conflicto/guerra es ver el racismo sistémico. La diferencia entre la cantidad de inf. que hay sobre lo que está pasando vs la inf. que hay en otras latitudes menos blancas es una de las expresiones más grandes.,Message,Text Only,809,40,Costa Rica,,,39,0,0,1,
Twitter,https://twitter.com/camilor904/statuses/1498497037297336320,camilor904,2/28/2022 10:15 pm,"Que puto acomplejado eres me cae. https://t.co/Ob8ySr4UUZ | QT: Las historias q nos contamos le dan forma y fondo a la imagen del mundo y d nosotros mismo
Las plataformas y sus historias pueden ayudar a perpetuar el racismo/clasismo/machismo o ayudar a erradicarlo
@NetflixLAT
@HBOLAT
@PrimeVideoMX
@poderprieto_mx
La pelota está ensu cancha... https://t.co/Bxs4gUCrRr",Message,Link,572,4,"California, United States",,,3,0,1,0,Sexodiversidad
Twitter,https://twitter.com/f1gue_caro/statuses/1498496583138168837,f1gue_caro,2/28/2022 10:13 pm,"El delegar a Rusia y a los rusos de actividades deportivas y culturales, ¿creen que eso es discriminación? Solo por el conflictos bélico que hay?

Sí, No y por qué.
Me gustaría leerlos",Mention,Text Only,576,2,"Naucalpan de Juarez, México, Mexico",Women,,0,0,2,0,
Twitter,https://twitter.com/Kali_goth/statuses/1498496179541356549,Kali_goth,2/28/2022 10:11 pm,FernandoToxtli Fué un buen sexenio. Además inolvidable. Tanto así que el presidentito ni hace NADA más que recordarlo. Tan chiquito y resentido.,Mention,Text Only,845,1,"Miguel Hidalgo, Mexico City, Mexico",Women,,1,0,0,0,Backlash
Twitter,https://twitter.com/MauMamuis25/statuses/1498494974735831040,MauMamuis25,2/28/2022 10:06 pm,"Scoronag La pokemona, la derma o de cuál de tantas musculokas raci-clasistas hablas?",Mention,Text Only,6382,0,Honduras,Men,,0,0,0,0,
Twitter,https://twitter.com/LorentePaolo/statuses/1498491724053762053,LorentePaolo,2/28/2022 9:54 pm,"NortenoPlomo @traficoni Maje eso es una comparación bastante amarillista, obviamente eso es lo que buscas sensacionalismo, ésos ""atentados"" no es una cifra diaria como las ciudades que menciona. Nada bueno se espera de un TARADO resentido como vos.",Mention,Text Only,2557,2,Nicaragua,,,0,0,2,0,Backlash
Twitter,https://twitter.com/vicentegarciabe/statuses/1498491420658655235,vicentegarciabe,2/28/2022 9:52 pm,"HoracioFranco @guilbert_ga @mardoniocarbalo @AntonioAttolini @CASALAMM Es triste, admitir que es el día a día en México 🇲🇽, nada lo justifica, pero si lástima que incluso entre pares es donde más fuerte es el racismo, clasismo. La intolerancia en el país es brutal, y nace desde el hogar y no hay intenciones de cambiar.",Mention,Text Only,3190,1,"Acapulco de Juarez, Guerrero, Mexico",Men,,1,0,0,0,
Twitter,https://twitter.com/Lunaazulada_/statuses/1498490072148197376,Lunaazulada_,2/28/2022 9:47 pm,"En Fantasía de disney, sale un aviso de que tiene contenido racista 🙄",Message,Text Only,1008,5,Mexico,,,4,0,1,0,
Twitter,https://twitter.com/AlvarRock/statuses/1498489808485855233,AlvarRock,2/28/2022 9:46 pm,"Dadas las claras muestras de racismo que exhiben los Ucranianos y los países “altruistas” que reciben a ucranianos (excepto los que sean negros), sólo puedo decir: “¡DALE RUSIA, CON LA SILLA!” https://t.co/vEX6nDnAHx",Message,Photo,29439,10,"Colonia del Valle, Mexico City, Mexico",,,8,0,2,0,
Twitter,https://twitter.com/tunadecoyote21/statuses/1498488420200554500,tunadecoyote21,2/28/2022 9:40 pm,"O sea que cuando los muertos son morenos, prietos, chinos africanos para ellos es normal verlos muertos y no conmoverse ... Está bien un su visión del planeta. https://t.co/4zZRKwb9wa | QT: La nada colonizadora e imperialista BBC reportando de Ucrania: “Es muy emocional para mí porque veo a gente europea con ojos azules y cabello rubio siendo asesinada”. A lxs prietxs, a la gente racializada, a América Latina, África, Medio Oriente, etc, que nos cargue la ching*da. https://t.co/ykiBk5M5sl",Message,Link,143,0,"Iztapalapa, Mexico City, Mexico",,,0,0,0,0,
Twitter,https://twitter.com/isma_brito/statuses/1498486589462224896,isma_brito,2/28/2022 9:33 pm,"g_quadri De un transfobico, racista, clasista, xenófobo y de pilón aficionado a la tortura animal.",Mention,Text Only,88,0,Mexico,Men,,0,0,0,0,
Instagram,https://www.instagram.com/p/Cai18a4uHfU/,,2/28/2022 9:27 pm,"🛑 ¿Racismo en medio de una guerra?

Videos en redes sociales muestran a expatriados africanos, entre ellos muchos que afirman ser estudiantes, obligados a permanecer en Ucrania contra su voluntad mientras intentan huir de la guerra.

También ha habido reportes de funcionarios de seguridad ucranianos que impiden a los africanos tomar los autobuses y trenes que van a la frontera.

⚡Vía ajplusespanol

#Africa #Guerra #Racismo #Rusia #Ucrania #ajplusesp_carrusel",Message,Video,0,1320,,,,1270,0,50,0,
Twitter,https://twitter.com/VillarrealOBety/statuses/1498484746812334082,VillarrealOBety,2/28/2022 9:26 pm,"Abraham_Co_Ro @RicIvanMalbicho @spublicosqro @qromunicipio @LuisBNava @QroInmupred Porque discriminación?! Hacia las personas que viven en esas Colonias?! Por supuesto! Tenerlas viviendo entre la 💩, permitir que la delincuencia crezca y no hagan nada, claro!...",Mention,Text Only,1143,2,"Santa Rosa Jauregui, Querétaro, Mexico",Women,,1,0,1,0,
Twitter,https://twitter.com/maryeztevez/statuses/1498484276211466247,maryeztevez,2/28/2022 9:24 pm,MetziLiddell @lIlIllIIl00lI0l @UKRinMEX Ya comen coles agrias reyenas de odio y racismo. Los neonazis ucranianos hdspm.,Mention,Text Only,1001,1,"Colonia del Valle, Mexico City, Mexico",Women,,1,0,0,0,
Twitter,https://twitter.com/maryeztevez/statuses/1498483986326179842,maryeztevez,2/28/2022 9:23 pm,"consideratum @unogermango @raulraulgonzal1 @leopoldlezama @mirfriden Total apoyo al neofascismo mundial exterminador,depredador,racista y muy peligroso.Europa cuna de Hitler, Mussolini, Franco y la Tacher neoliberal.",Mention,Text Only,1001,0,"Colonia del Valle, Mexico City, Mexico",Women,,0,0,0,0,
Twitter,https://twitter.com/JoaqunValladar1/statuses/1498483337601687557,JoaqunValladar1,2/28/2022 9:20 pm,"Balagard_Mayorr @DarkDragn4 @SandraCuevas_ la narco
alcaldesa racista corrupta
analfabeta mal conocida
en AZCAPOTZALCO es una
soberana endeja",Mention,Text Only,171,2,"Patzcuaro, Michoacán, Mexico",,,1,0,0,1,
Twitter,https://twitter.com/criscapere/statuses/1498478466936803338,criscapere,2/28/2022 9:01 pm,partidazocope JuanMa de los insultos racistas a @vinijr preferiste cambiar de tema. @RichardDees,Mention,Text Only,40,8,"Lazy Lake, Florida, United States",,,6,0,0,2,
Twitter,https://twitter.com/Jaiden_G1/statuses/1498471349957775361,Jaiden_G1,2/28/2022 8:33 pm,"Pero que disculpas tan lamentables.

La embajada ucraniana paso de ser racista a clasista al tratar de pedir disculpas.

@UKRinMEX 
#EmbajadaTamalera https://t.co/GjZg7R5FvS",Message,Photo,7,5,Mexico,,,3,0,1,1,
Twitter,https://twitter.com/ChristophBlue/statuses/1498470178367197195,ChristophBlue,2/28/2022 8:28 pm,_wannabegurl eso ya es ser muy clasista Wanna !,Mention,Text Only,822,0,"Villahermosa, Tabasco, Mexico",,,0,0,0,0,
Twitter,https://twitter.com/_FerLeonMex/statuses/1498468591296925700,_FerLeonMex,2/28/2022 8:22 pm,Tiembla #VladimirPutin...el apoyo del fósil no lo tiene ni el miserable resentido...🤣 https://t.co/ynx6DnPAJ2,Message,Photo,70,6,"Monterrey, Nuevo León, Mexico",,,4,0,1,1,Backlash
Twitter,https://twitter.com/mayelule2/statuses/1498467576455827462,mayelule2,2/28/2022 8:18 pm,"El centro de Oaxaca de Juárez y otras ciudades del Edo. atraviesa procesos de gentrificación y turistificación, muchos consumidores nos son mexicanos pero la normatividad que rige  obligaciones comerciales de proveedores sí lo es y hay que cumplirla.
1er dcho: No discriminación",Message,Text Only,1532,1,"Oaxaca de Juarez, Oaxaca, Mexico",Women,,0,0,0,1,
Twitter,https://twitter.com/ppe_kike/statuses/1498459649661493252,ppe_kike,2/28/2022 7:46 pm,"¡Este hilo está muy cabrón!
¿Ven cómo no es ""un discurso de resentidos""?
El racismo es un monstruo de escala global que influye en la percepción de la severidad de los hechos y sus consecuencias https://t.co/e3luPLnINj | QT: 1-Asistimos a epidemia de hipocresía y supremacismo. En medios ""de 1er mundo"" urgen a ayudar a Ucrania no por humanitarismo, sino pq ""son blancos y de ojos azules, como nosotros"". Afganos, sirios, iraquíes y muchos otros, no importan, ""algo habrán hecho"". Ejemplos que asustan:",Message,Link,512,1,"Azcapotzalco, Mexico City, Mexico",Men,,1,0,0,0,Backlash
Twitter,https://twitter.com/cheli89/statuses/1498451738000445441,cheli89,2/28/2022 7:15 pm,"DrMegalomano #ConLosNiñosRubiosDeOjosAzulesNO 😤

Para eso están los color cazuela 😌.

¡Maldito Putin, te odio!😤🤬.",Mention,Text Only,2765,2,"Guadalajara, Jalisco, Mexico",Women,,2,0,0,0,Odio
Twitter,https://twitter.com/promoviendodh/statuses/1498448271462731777,promoviendodh,2/28/2022 7:01 pm,"La @CDHCMX acompañó a alcaldesa @alfagonzalezm a la instalación de la Coordinación Interinstitucional para Prevenir y Eliminar la Discriminación hacia las Personas LGBTTTIQA+🏳️‍🌈 en @TlalpanAl

Trabajamos por los derechos, la equidad e igualdad de tod@s los tlalpenses. 💜💙💚💛🧡❤️ https://t.co/llzKmSsTyN",Message,Photo,113,9,"Tlalpan, Mexico City, Mexico",,,7,0,0,2,
Twitter,https://twitter.com/NoraCeron/statuses/1498448159068106754,NoraCeron,2/28/2022 7:00 pm,"📣Mañana 1/03 arrancamos con #CadenaFeministaMx y queremos invitar a todas las mujeres en su ➕ amplia diversidad, a título personal, sin logos, partidos o instituciones,  Sin discursos de discriminación a sumar fuerzas para #HacerVisibleLoInvisible  ¿te sumas? 🙋🏻‍♀️💚💜🧡🏳️‍⚧️🏳️‍🌈 https://t.co/Vjke8M9ZGl",Message,Video,1398,10,"Chetumal, Quintana Roo, Mexico",Women,,6,0,0,4,Género
Twitter,https://twitter.com/jjorgemorales/statuses/1498448129053581315,jjorgemorales,2/28/2022 7:00 pm,"UKRinMEX Perros neonazis racistas clasistas
Pero les enviaré  dos guajolotas de verde y rajas",Mention,Text Only,47,1,"Tlalpan, Mexico City, Mexico",,,1,0,0,0,
Twitter,https://twitter.com/jjorgemorales/statuses/1498447348795682825,jjorgemorales,2/28/2022 6:57 pm,UKRinMEX Nunca pensé que fueran racistas clasistas y neonazis,Mention,Text Only,47,0,"Tlalpan, Mexico City, Mexico",,,0,0,0,0,
Twitter,https://twitter.com/eddu_alonsso/statuses/1498446693435691019,eddu_alonsso,2/28/2022 6:55 pm,"Fin de semana de lujo, como siempre que visito Guadalajara.. Chulada de maíz prieto!! https://t.co/Kjvo6f3xjl https://t.co/e9uLEKws5g",Message,Photo,388,0,"Uruapan, Michoacán, Mexico",Men,,0,0,0,0,
Twitter,https://twitter.com/pinello13/statuses/1498443360712986629,pinello13,2/28/2022 6:41 pm,"La guerra saca lo peor de las personas, claro como el racismo enorme en los países del Este de Europa https://t.co/WBqjWmNuVZ | QT: Nigeria condenó el racismo contra las personas negras que huyen de Ucrania, incluida una mujer y un bebé obligados a ceder asientos en un tren de evacuación.

Sudáfrica informó que los africanos están siendo ""maltratados"" en la frontera con Polonia. https://t.co/R5n4Lpatof",Message,Link,657,0,"Ecatepec, México, Mexico",Men,,0,0,0,0,Género
Twitter,https://twitter.com/_FerLeonMex/statuses/1498441278777872386,_FerLeonMex,2/28/2022 6:33 pm,"El fósil elegebetero hablando del miserable resentido, o lo ques lo mesmo, el comal le dijo a la olla...👇🏻🤣 https://t.co/X5cYwUTFl0",Message,Photo,70,3,"Monterrey, Nuevo León, Mexico",,,2,0,1,0,Backlash
Twitter,https://twitter.com/ComeVaginass/statuses/1498438100955107329,ComeVaginass,2/28/2022 6:20 pm,ElDotolNastra Porque no le gustan los prietos,Mention,Text Only,1080,0,"Pelham Manor, New York, United States",,,0,0,0,0,
Twitter,https://twitter.com/kokidesivar/statuses/1498435305770151938,kokidesivar,2/28/2022 6:09 pm,WendyGarcia0720 @waraujo64 Bueno!!! El Señor Walter no vive aqui en los Estados Unidos de America  y sus intereses estan en nustro pulgarcito _ lo que esta bien. Por eso piensa que el Racista de Trump es un buen Lider. Mas no entiende que es el Lider de los KKK.,Mention,Text Only,359,3,"San Lorenzo, California, United States",Men,,2,0,1,0,
Twitter,https://twitter.com/al312000/statuses/1498435014010277899,al312000,2/28/2022 6:08 pm,"Ucrania no solo tiene un problema con los rusos... ahora también lo tiene con los mexicanos #ConLosTamalesNo   por rasistas clasistas #teamrusia ""mexicanos al grito de guerra"" si tuvimos una guerra por pasteles por qué chingados no, una por TAMALES",Message,Text Only,33,33,"Magdalena Contreras, Mexico City, Mexico",,,24,0,1,8,
Twitter,https://twitter.com/LilianaPaolaMin/statuses/1498433915463290880,LilianaPaolaMin,2/28/2022 6:04 pm,"Invasoras después de no sé cuántos siglos en las plazas especies como los #pichones ?? Eso es Discriminación animal! https://t.co/0XCl2rMPa4 | QT: 🔰 #BoletínPrensaCONABIO 🔰
Inicia la Semana sobre las especies exóticas invasoras del 28 de febrero al 4 de marzo del 2022.

Conoce, aprende, comparte y protege a la naturaleza de las #EspeciesInvasoras.

https://t.co/sIKjN3x8H7

#SemanaEspeciesInvasoras #InvasiveSpecies #NISAW https://t.co/Nu174ezy3p",Message,Link,564,1,"Aguascalientes, Aguascalientes, Mexico",Women,,0,0,1,0,
Twitter,https://twitter.com/ARCADIASALINAS/statuses/1498432921115377664,ARCADIASALINAS,2/28/2022 6:00 pm,"📣Mañana 1/03 arrancamos con #CadenaFeministaMx y queremos invitar a todas las mujeres en su ➕ amplia diversidad, a título personal, sin logos, partidos o instituciones,  Sin discursos de discriminación a sumar fuerzas para #HacerVisibleLoInvisible  ¿te sumas? 🙋🏻‍♀️💜🧡💚🏳‍⚧🏳️‍🌈 https://t.co/6DdciT8Qm1",Message,Video,1073,65,"Cuautla Morelos, Morelos, Mexico",Women,,38,0,2,25,Género
Twitter,https://twitter.com/Delopia76/statuses/1498432907597303811,Delopia76,2/28/2022 6:00 pm,ManadaPolitica No saben hilar las ideas!!!  Puro resentido habla. Son chairos internacionales de sofá.,Mention,Text Only,2505,3,"Cholula, Puebla, Mexico",,,2,0,1,0,Backlash
Twitter,https://twitter.com/Delopia76/statuses/1498425525437612032,Delopia76,2/28/2022 5:30 pm,ManadaPolitica Solo hablan resentidos...,Mention,Text Only,2505,0,"Cholula, Puebla, Mexico",,,0,0,0,0,Backlash
