Network,Message URL,Profile,Date,Message,Type,Content Type,Followers,Engagements,Location,Gender,Age,Likes,Dislikes,Comments,Shares,Theme
Twitter,https://twitter.com/MalBicho_O/statuses/1520612224426864641,MalBicho_O,4/30/2022 11:53 pm,"Antes el insulto favorito aquí era «pocos followers».

Ahora es «resentido». Queésto, huy, pinche resentido; quelootro, puts, es un resentido.

Resentida su colÉPALE",Message,Text Only,2240,0,"Santa Rosa Jauregui, Querétaro, Mexico",Women,,0,0,0,0,Backlash
Twitter,https://twitter.com/cpjorgemoreno/statuses/1520609757648011264,cpjorgemoreno,4/30/2022 11:43 pm,Agustguerrero Oye wey tú no estas prieto estás polarizado,Mention,Text Only,223,0,"Medina, Guanajuato, Mexico",Men,,0,0,0,0,
Twitter,https://twitter.com/JorgBlumen/statuses/1520607430064803840,JorgBlumen,4/30/2022 11:33 pm,"SenoraCatolica Deje usted eso, lo prietos y de tez humilde, Asco!",Mention,Text Only,2647,0,"Miguel Aleman (La Doce), Sonora, Mexico",,,0,0,0,0,Tono de piel
Twitter,https://twitter.com/CARLOSHGUEVARA/statuses/1520602568321163264,CARLOSHGUEVARA,4/30/2022 11:14 pm,45 minutos para calificar directo a la liguilla siendo tu peor torneo donde fuiste sotanero llevar 6 triunfos al hilo ganando y 7 sin perder @ClubAmerica el único grande del fútbol mexicano los otros 3 ni la sombra y los demás acomplejados...,Message,Text Only,4302,0,"Monterrey, Nuevo León, Mexico",,,0,0,0,0,
Twitter,https://twitter.com/HadesVamphir666/statuses/1520601128307761153,HadesVamphir666,4/30/2022 11:08 pm,"luispicon @Mi_Keenia Aaajajajajaja México no es feminicida aaajajajajajajaja claro... ahora resulta que en México el machismo no existe,supongo que tampoco existe el clasismo y el racismo ajajajaja neta no mames no se en que país vives pero bájate de tu nube.",Mention,Text Only,564,0,"Azcapotzalco, Mexico City, Mexico",,,0,0,0,0,
Twitter,https://twitter.com/juliotorreshdz/statuses/1520599367706714119,juliotorreshdz,4/30/2022 11:01 pm,Cómo extraño a mi ranchito todo naco❤️ | QT: https://t.co/DTpspeftVX,Message,Text Only,271,0,"Tlalpan, Mexico City, Mexico",Women,,0,0,0,0,Odio
Twitter,https://twitter.com/AlbertoPomar201/statuses/1520594747277996032,AlbertoPomar201,4/30/2022 10:43 pm,"almondonfire Instituto Sebastián Cabot
 Para los que les parezca muy “Fifi”, “Aspiracionista” o “Clasista” lo lamento, una persona y más un niño no tiene la culpa de que sus padres tuvieran el medio para dar la oportunidad a sus hijos de estar en un medio diferente ...",Mention,Text Only,311,0,"Zacatecas, Zacatecas, Mexico",Men,,0,0,0,0,
Twitter,https://twitter.com/DDoming72009599/statuses/1520592071920291840,DDoming72009599,4/30/2022 10:32 pm,ChicShion Che gobernador racista,Mention,Text Only,136,0,Mexico,,,0,0,0,0,
Twitter,https://twitter.com/salinasar/statuses/1520588730423287810,salinasar,4/30/2022 10:19 pm,"OscarARosales1 @JuanIZavala Berrinchudo, resentido, miedoso, envidioso y pendejo..  aderezado con baja autoestima",Mention,Text Only,481,0,"Monterrey, Nuevo León, Mexico",Men,,0,0,0,0,Backlash
Twitter,https://twitter.com/pentapolarcita/statuses/1520587366347333635,pentapolarcita,4/30/2022 10:14 pm,almitagallegosO Jaja Chale siempre he sido el pollito prieto y chaparro de mi familia,Mention,Text Only,1550,0,Mexico,,,0,0,0,0,
Twitter,https://twitter.com/DailyNews79/statuses/1520586252692561920,DailyNews79,4/30/2022 10:09 pm,El nacimiento de la música por el chelista Carlos Prieto - Proceso https://t.co/ZCPMCMRuTF https://t.co/KN6BZVXj8e,Message,Photo,40,0,Mexico,,,0,0,0,0,
Twitter,https://twitter.com/Rubenvialc/statuses/1520583840091320321,Rubenvialc,4/30/2022 10:00 pm,"¿Cómo que clasista we?
Si una vez retiré dinero del oxxo",Message,Text Only,21,0,"Tlalnepantla, México, Mexico",,,0,0,0,0,
Twitter,https://twitter.com/PoloVidal4/statuses/1520583468530475008,PoloVidal4,4/30/2022 9:58 pm,"jgnaredo @MovCiudadanoMX No tan mal como el pseudo presidentito alias el kk’s. El país cayéndose a pedazos y todo lo que al muy p3nd3j0 le preocupa es cuánto vale el depa de Loret en Miami. Envidioso. Ignorante, resentido, mitómano y ególatra.",Mention,Text Only,5,0,"Villahermosa, Tabasco, Mexico",,,0,0,0,0,Backlash
Twitter,https://twitter.com/MaqIronica/statuses/1520582738306387969,MaqIronica,4/30/2022 9:55 pm,"Buenas noches, estoy viendo Evangelion por primera vez. ¿Cuando empiezo a ser racista?",Message,Text Only,27,0,"Garza Garcia, Nuevo León, Mexico",Men,,0,0,0,0,
Instagram,https://www.instagram.com/p/Cc_2c3Ct0QT/,,4/30/2022 9:52 pm,#colombia #bogotá #problemassociales #cambiosocial #elecciones #concienciasocial #pereiraenvivo #consentimiento #racismo #discriminacion #oportunidades #reflexión #pereira #educación #educacióncolombia #educacioncolombiana #desigualdad #desigual #desigualdadsocial #pobreza #ignorancia #miedo,Message,Photo,0,0,,,,0,0,0,0,
Twitter,https://twitter.com/rlongines73/statuses/1520578790325370880,rlongines73,4/30/2022 9:40 pm,"Es triste llegar a la terminal del norte ...
Recuerdo el último día que vine por ti prieto... https://t.co/cxYkx5GEDn",Message,Photo,45,0,"Colonia Lindavista, México, Mexico",Men,,0,0,0,0,
Twitter,https://twitter.com/geomelendez/statuses/1520575748490375170,geomelendez,4/30/2022 9:28 pm,Una indio pa la sed…@cervezaindio @Rayados https://t.co/VshCPPZLRQ,Message,Photo,193,0,"Guadalupe, Nuevo León, Mexico",,,0,0,0,0,Origen cultural
Instagram,https://www.instagram.com/p/Cc_zgU8sAJy/,,4/30/2022 9:26 pm,"Actualidad #librosenventa #libros de #casospoliciales
 pueblo #nacionwichi #femicidio idio #derechoalaidentidad vínculos paternales inexistentes  x #abusosexual pedófiloxs. lucha de la mujer invisibilizada y silenciada #racismo",Message,Photo,0,1,,,,1,0,0,0,Género
Twitter,https://twitter.com/mauri_galicia/statuses/1520574809331187719,mauri_galicia,4/30/2022 9:24 pm,"El que comentario im-bé-cil del junior clasista que piensa que heredó la inteligencia y simpatía de su Papá. | QT: ¡Feliz día del niño, mascotas amaestradas y periodistas domesticados! 😂 https://t.co/fKjldQq3DJ",Message,Text Only,342,0,"Azcapotzalco, Mexico City, Mexico",Men,,0,0,0,0,
Twitter,https://twitter.com/LuisFer09022153/statuses/1520563980120608770,LuisFer09022153,4/30/2022 8:41 pm,jorgebrambila88 @ClubAmerica Se aferran a Europa dónde sigue habiendo clasismo si no k lo diga Hugo Sánchez!a el si los europeos le besaron  los pies pero es único y hasta el momento irrepetible!,Mention,Text Only,13,0,Mexico,Men,,0,0,0,0,
Twitter,https://twitter.com/ejmejiac/statuses/1520562549875478528,ejmejiac,4/30/2022 8:35 pm,"JuanIZavala El típico que se lo madreaban por feo y pendejo. Creció resentido, ni su mamá lo quería
 #ElCacasObrador",Mention,Text Only,278,0,"Xochimilco, Mexico City, Mexico",Men,,0,0,0,0,Backlash
Twitter,https://twitter.com/Andressuacia/statuses/1520559498280292352,Andressuacia,4/30/2022 8:23 pm,"IMPUNIDAD!!! | QT: Queda en libertad elemento de la Guardia Nacional que mató a  estudiantes de la @UdeGuanajuato.

Vía @David_Saucedo_ 

@diegosinhue @LorenaAlfaroG @LibiaGarciaML @davidmunozt31 @lcmanzano @Ortiz_Irapuato @leonfelipe_peni @irapuatogob @Neto_Prieto @MORENA_Gto @DiegoBarrosoMX https://t.co/fclEGJd27D",Message,Text Only,663,0,"Medina, Guanajuato, Mexico",,,0,0,0,0,Perfilamiento racial
Twitter,https://twitter.com/alf_ls/statuses/1520559093815066629,alf_ls,4/30/2022 8:21 pm,"Esta imagen prueba que la naquez no tiene nada que ver con color de piel ni clases sociales, se puede ser Whitexican, super rico y ser naco con N mayúscula. | QT: Que curiosos son los nacos https://t.co/AnhSyxQN9h",Message,Text Only,513,0,"Casa Blanca, Puebla, Mexico",,,0,0,0,0,Odio
Twitter,https://twitter.com/RodrigoOlgin/statuses/1520557942612897792,RodrigoOlgin,4/30/2022 8:17 pm,El Cinismo de este borracho acomplejado cuando tanto como el y como margarinflas deberían de estar presos por la desgracia en la guardería ABC | QT: El niño Borolas https://t.co/LU6TqIXB7S,Message,Text Only,34,0,"Tepeji de Ocampo, Hidalgo, Mexico",Men,,0,0,0,0,
Twitter,https://twitter.com/checogutierrez/statuses/1520552655906611201,checogutierrez,4/30/2022 7:56 pm,Era más prieto que hoy! https://t.co/6kCY5543qI | QT: Voy a retar a @checogutierrez que suba su foto de Niño a ver si es verdad que en aquel entonces no era prieto! https://t.co/x3Wd7PutVh,Message,Photo,3457,0,"Garza Garcia, Nuevo León, Mexico",,,0,0,0,0,
Twitter,https://twitter.com/weboloko/statuses/1520551948348444673,weboloko,4/30/2022 7:53 pm,Estas viendo que son prietos y se ponen colores cafés. JAJAJAJJAJAJA,Message,Text Only,335,0,"Monterrey, Nuevo León, Mexico",,,0,0,0,0,
