Network,Message URL,Profile,Date,Message,Type,Content Type,Followers,Engagements,Location,Gender,Age,Likes,Dislikes,Comments,Shares,Theme
Twitter,https://twitter.com/ElRobDeLosAutos/statuses/1508968034911748096,ElRobDeLosAutos,3/29/2022 8:43 pm,DamianAIcazar Cuando uno pensaba que no podrías ser más estúpido pinche naco chilapastroso nos sorprendes.,Mention,Text Only,1372,0,"Miguel Hidalgo, Mexico City, Mexico",Men,,0,0,0,0,Odio
Twitter,https://twitter.com/Samuelrdelanda1/statuses/1508966715035631618,Samuelrdelanda1,3/29/2022 8:37 pm,"Como siempre creyéndote importante , eres notorio por tus sentimientos racistas y homofóbicos e irrespetuoso con  las personas diferentes https://t.co/h32EQTlHJu",Message,Link,226,0,"Cuauhtemoc, Mexico City, Mexico",,,0,0,0,0,Sexodiversidad
Twitter,https://twitter.com/juan_wiechers50/statuses/1508961814897479688,juan_wiechers50,3/29/2022 8:18 pm,"epigmenioibarra Chairo acomplejado, métete a tu hoyo de donde saliste",Mention,Text Only,2,0,"Jesus del Monte, México, Mexico",Men,,0,0,0,0,
Twitter,https://twitter.com/juan_wiechers50/statuses/1508961159214514182,juan_wiechers50,3/29/2022 8:15 pm,DamianAIcazar Chairo acomplejado y pésimo actor de 4ta,Mention,Text Only,2,0,"Jesus del Monte, México, Mexico",Men,,0,0,0,0,
Twitter,https://twitter.com/anaizquirda2018/statuses/1508945248457797638,anaizquirda2018,3/29/2022 7:12 pm,"Jay55976479 @aracelibs @JLozanoA Los valores de la derecha: hipocresía, discriminación, robo, corrupción, violencia, represión,  guerra absurda, deudas millonarias privadas que se convirtieron en públicas, desapariciones, narcos en el gobierno y la lista sigue, crees que la derecha tiene calidad moral?",Mention,Text Only,685,1,"Magdalena Contreras, Mexico City, Mexico",Women,,0,0,1,0,
Twitter,https://twitter.com/DiversidadCDMX/statuses/1508942883965095938,DiversidadCDMX,3/29/2022 7:03 pm,"En la CDMX, las mujeres trans tienen derechos. Ninguna persona, servidora pública o particular, puede negarte el acceso a espacios públicos, trámites y servicios por tu identidad o expresión de género.

Ante cualquier acto de violencia o discriminación, denuncia
#CiudadDeDerechos https://t.co/6Qn2EiNplf",Message,Photo,6761,8,"Cuauhtemoc, Mexico City, Mexico",,,4,0,1,3,Género
Twitter,https://twitter.com/Hiramtorres/statuses/1508936769504374786,Hiramtorres,3/29/2022 6:38 pm,"mickou @luiscisnerosq @GuadalajaraGob @informador @muralcom De hecho si es una especie de discriminación, yo no la hubiera propuesto o avalado.",Mention,Text Only,7068,2,"Guadalajara, Jalisco, Mexico",Men,,0,0,2,0,
Twitter,https://twitter.com/fdolaralaguna/statuses/1508933321417441293,fdolaralaguna,3/29/2022 6:25 pm,"Que clasista comentario. Antes hay que reflexionar la falta de garantía de derechos más básicos para el desarrollo personal. https://t.co/eD6yy5h2EU | QT: ¿Qué onda @StarbucksMex con un indigente semidesnudo en su terraza, los pies sucios encima de la mesa y ningún gerente le diga nada? #Aguascalientes https://t.co/nJ4dWdu7Hr",Message,Link,780,1,"Cuauhtemoc, Mexico City, Mexico",Men,,1,0,0,0,
Facebook,http://www.facebook.com/633767657076047/posts/1399273893858749,Racismo_MX,3/29/2022 6:24 pm,"🙌🏾 La espera terminó 🙌🏾 
Queremos compartirles que el día viernes 1 de abril presentaremos en un evento virtual el lanzamiento del primer Observatorio de Racismo en México y Centroamérica de la mano de nuestrxs aliadxs de Hispanics in Philanthropy y toda una red de organizaciones en México, Centroamérica, Colombia y Estados Unidos que podrán conocer durante el evento.

El evento será transmitido a través de nuestros canales de #Facebook #Instagram y #Youtube
🤎 ¡No te lo pierdas! ✊🏾

#VerYMedirElRacismo
#ObservatorioDeRacismoEnMéxicoyCentroamérica
#ORMC | 🙌🏾 La espera terminó 🙌🏾 
Queremos compartirles que el día viernes 1 de abril presentaremos en un evento virtual el lanzamiento del primer Observatorio de Racismo en México y Centroamérica de la mano de nuestrxs aliadxs de Hispanics in Philanthropy y toda una red de organizaciones en México, Centroamérica, Colombia y Estados Unidos que podrán conocer durante el evento.

El evento será transmitido a través de nuestros canales de #Facebook #Instagram y #Youtube
🤎 ¡No te lo pierdas! ✊🏾

#VerYMedirElRacismo
#ObservatorioDeRacismoEnMéxicoyCentroamérica
#ORMC",Message,Photo,0,48,,,,24,0,1,23,
Twitter,https://twitter.com/JessRomoMo/statuses/1508925789936443395,JessRomoMo,3/29/2022 5:55 pm,galvanochoa Y estas porquerias humanas son los que predican contra racismo y clasismo…vomitivo,Mention,Text Only,108,0,"Miguel Hidalgo, Mexico City, Mexico",Women,,0,0,0,0,
Twitter,https://twitter.com/canales_ramiro/statuses/1508923903808204806,canales_ramiro,3/29/2022 5:47 pm,"MarkDeReborn Puede ser, pero como que las cosas no son muy parejas en cuestión de violencia o discriminación, nadie dice nada de más bromas de las chicas conductoras cuando ""iban a hacer las pruebas del covid "" a puros hombres ...los chistes de ellas no estuvieron muy ligeros que dijamos..",Mention,Text Only,33,0,Mexico,Men,,0,0,0,0,
Instagram,https://www.instagram.com/tv/Cbs_Pq0KCxE/,,3/29/2022 5:33 pm,"Hoy me preguntaban en labasepublico qué pienso de lo ocurrido en los #oscars2022 .

Partiendo del abuso  claro sufrido por Jada Pinkett públicamente, no se puede analizar la situación desde un enfoque de género que excluya el #racismo por las siguientes cuestiones:

1. ¿ Qué pasaría si el tortazo se lo da una mujer negra?¿ y si es blanca?

2. ¿ Realmente nos cuestionamos si los #estereotipos de género racistas afectan sobre el juicio de valor que hacemos?

3. ¿ Son los varones europeos blancos paradigma de masculinidad no tóxica? 

4. ¿Puede una persona blanca entender que cuando tus ancestros han sido víctima de genocidio y esclavitud durante siglos la defensa del grupo es una cuestión de importancia central?

5. ¿ Es Chris Rock el Tío Tom de esta historia por satisfacer los intereses de la Academia por encima de la salud mental de una compañera?
.
.
.
#interseccionalidad",Message,Video,0,107,,,,103,0,4,0,Género
Twitter,https://twitter.com/MiguelGzzP/statuses/1508914526586036230,MiguelGzzP,3/29/2022 5:10 pm,"el problema es que si los empleados de @StarbucksMex lo sacan, los acusarían de clasistas. https://t.co/XdCW3qVS7J | QT: ¿Qué onda @StarbucksMex con un indigente semidesnudo en su terraza, los pies sucios encima de la mesa y ningún gerente le diga nada? #Aguascalientes https://t.co/nJ4dWdu7Hr",Message,Link,184,0,"Monterrey, Nuevo León, Mexico",,,0,0,0,0,
Twitter,https://twitter.com/mtzmonroy2/statuses/1508914358872641538,mtzmonroy2,3/29/2022 5:09 pm,"M1K32807 @ChairoNuclear @IrvingGatell @m_ebrard Pues fíjate que ya ni siquiera es este gobierno Juan todos los malditos gobiernos que pasan son exactamente la misma mierda esto está peor porque son creo que más pendejos, descarados naco corriente y geos para rematar jajaja Pero lo mismo al final del día",Mention,Text Only,181,3,"Cuernavaca, Morelos, Mexico",Men,,1,0,2,0,Odio
Twitter,https://twitter.com/dremarquezr/statuses/1508913966952722439,dremarquezr,3/29/2022 5:08 pm,Ivanltrrible @DonPorfifirio @GlezRR @StarbucksMex Eso justo es clasismo.,Mention,Text Only,2610,3,"Guadalajara, Jalisco, Mexico",Men,,3,0,0,0,
Twitter,https://twitter.com/soy_porque/statuses/1508912778475622402,soy_porque,3/29/2022 5:03 pm,"Tuitoloco1 @GlodeJo07 @GlezRR @StarbucksMex @cosasdemamador1 Tal vez no, pero no estaría de ridícula clasista quejándose en Twitter 😉",Mention,Text Only,2639,16,"Venustiano Carranza, Mexico City, Mexico",,,14,0,2,0,
Twitter,https://twitter.com/Balenteoficial/statuses/1508902702226591751,Balenteoficial,3/29/2022 4:23 pm,Traigo de moda un piropo bien naco ojalá no me quemen por acosador,Message,Text Only,112,1,Mexico,,,1,0,0,0,Odio
Twitter,https://twitter.com/expost35/statuses/1508901238494093318,expost35,3/29/2022 4:17 pm,"Metropoli1150 De repente me acordé de la racista frase  ""de la Calzada para Allá""
Por la ubicación del inmueble en la calle Gigantes dado en comodato al citado Centro
Por equidad, e igualdad estaría mejor en el Centro de la Amistad Internacional, al poniente",Mention,Text Only,133,0,"Guadalajara, Jalisco, Mexico",Men,,0,0,0,0,
Twitter,https://twitter.com/LorenaSalazr/statuses/1508900050390421512,LorenaSalazr,3/29/2022 4:13 pm,"Recuerdo que yo tenia un trauma con mi color de piel, de niña siempre jugaba en la calle e iba mucho a la playa, estaba morenita, y me cuide tanto del sol que hasta pálida me puse, a pesar de las consecuencias de no tomar el sol me ponía suéter SIEMPRE",Message,Text Only,878,8,"Santa Catarina, Nuevo León, Mexico",Women,,8,0,0,0,
Twitter,https://twitter.com/oaogalan77/statuses/1508895463067594757,oaogalan77,3/29/2022 3:54 pm,LillyTellez Ridícula con que vas ? Con tu clasismo a pedirle su voto. Eso es lo que eres ! #LadyChatarra #ladyborrega,Mention,Text Only,78,1,Mexico,,,1,0,0,0,
Twitter,https://twitter.com/alfredo23373857/statuses/1508890678348107776,alfredo23373857,3/29/2022 3:35 pm,He53350263Jorge @DiegoSaldanhaSa Clasismo  brutal. mente estúpido!!,Mention,Text Only,148,1,"Ecatepec, México, Mexico",Men,,1,0,0,0,
Twitter,https://twitter.com/EL_FRIJOL/statuses/1508883635654512649,EL_FRIJOL,3/29/2022 3:07 pm,"CarlosTorresF_ Ya ves... Inche Clasista y luego dicen que no!!.
Vete a USA!!",Mention,Text Only,431,0,"Colonia del Valle, Mexico City, Mexico",,,0,0,0,0,
Twitter,https://twitter.com/AlinaDuarte_/statuses/1508883255419883523,AlinaDuarte_,3/29/2022 3:06 pm,"Una pensaría que sería a través de movilizaciones y organización popular que podríamos quitar a la clasista y racista de @sandracuevas_ de la alcaldía Cuauhtémoc, pero no, su ego y soberbia nos está ganando en esta lucha, amistades. Tremendo poder de autodestrucción que se carga.",Message,Text Only,54148,464,"Cuauhtemoc, Mexico City, Mexico",,,335,0,9,120,
Twitter,https://twitter.com/RCarrasco123/statuses/1508881959245778953,RCarrasco123,3/29/2022 3:01 pm,Siguen con su Guerra sucia piensan  que con eso van a ganar votos México ya despertó ya los conocen PANISTAS mentiroso corruptos embusteros clasistas racistas y miserables https://t.co/C335aMyZpV | QT: Voy a comprarle uno a Salo 🤣 #LEGO #OposicionMoralmenteDerrotada. https://t.co/a8TxFOocDl,Message,Link,250,2,Mexico,,,1,0,1,0,
Twitter,https://twitter.com/Mayambe2021/statuses/1508881878840856584,Mayambe2021,3/29/2022 3:00 pm,"El prieto racista......🤣🤣🤣 https://t.co/ZVcvzeMe89 | QT: El tweet / La respuesta / El racista.

3 pinches pesos de madre por favor. https://t.co/w1G7n83Dng",Message,Link,353,0,Mexico,,,0,0,0,0,
Twitter,https://twitter.com/lamuerte022/statuses/1508880097163456512,lamuerte022,3/29/2022 2:53 pm,prieto_enojon No se sienta un vínculo recuerde que es mi perro. ❤️,Mention,Text Only,89,0,Mexico,,,0,0,0,0,
Twitter,https://twitter.com/Legislatura_Qro/statuses/1508877075733786625,Legislatura_Qro,3/29/2022 2:41 pm,"Su objetivo es transformar la prevención y tratamiento de adicciones con un modelo integral de políticas públicas en la atención directa e inmediata bajo principios de equidad, no discriminación ni criminalización, sensibilidad, enfoque de género y perspectiva de juventud. https://t.co/Hw6I1GF31x",Mention,Photo,13370,2,"Santa Rosa Jauregui, Querétaro, Mexico",,,2,0,0,0,
Twitter,https://twitter.com/jcmega06/statuses/1508875336821444610,jcmega06,3/29/2022 2:34 pm,"AlmaDAJimenez1 @zyas_c Que si tienen vergüenza deben de renunciar ya, pero como no la tienen no lo harán, dan pena en manos de puros ineptos y resentidos esta la justicia, que pena",Mention,Text Only,330,3,"Tlalpan, Mexico City, Mexico",Men,,2,0,0,1,Backlash
Twitter,https://twitter.com/pato51centi/statuses/1508873644629540874,pato51centi,3/29/2022 2:28 pm,galvanochoa Oye tu basura de mierda y clasista @YalitzaAparicio es educadora nivel preescolar y tiene su licenciatura y cédula profesional acaso tu tienes algo asi??? O solo hablasnpor q tienes el hocico muy grande y tu piel muy pálida ??,Mention,Text Only,368,0,"Guadalajara, Jalisco, Mexico",,,0,0,0,0,
Twitter,https://twitter.com/Cecilia66090812/statuses/1508872007173218316,Cecilia66090812,3/29/2022 2:21 pm,"BrausNeria @SocialDmocrata_ @PatyArmendariz @EugenioDerbez Creo que la resentida, clasista y odiadora eres tú. Seguro por ignorante y manipulada por chayoteros.
 Ganó la película en qué participó como extra. 
El asunto es que presume y lo festejan como si hubiera ganado él personalmente. Vanidoso y mediocre.",Mention,Text Only,131,1,"Magdalena Contreras, Mexico City, Mexico",Women,,1,0,0,0,
Twitter,https://twitter.com/_FerLeonMex/statuses/1508869384084860934,_FerLeonMex,3/29/2022 2:11 pm,"galvanochoa Y de volada la jauría ladrando ""clasista, clasista""...🤣🤣🤣",Mention,Text Only,158,0,"San Nicolas de los Garza, Nuevo León, Mexico",,,0,0,0,0,
Twitter,https://twitter.com/FeliSarmiento/statuses/1508864448957763586,FeliSarmiento,3/29/2022 1:51 pm,"Rechazo el discurso racista y discriminatorio, como sociedad debemos transitar al ejercicio efectivo de los derechos humanos, teniendo como base  la igualdad de todos los seres humanos, sin distinción  alguna por motivos de sexo, raza, etnia o nacionalidad.",Message,Text Only,1519,4,"Miguel Hidalgo, Mexico City, Mexico",Men,,3,0,0,1,
Twitter,https://twitter.com/van_damme2/statuses/1508863193262788622,van_damme2,3/29/2022 1:46 pm,"skald_bragi Lo más culero es que tengo familiares así, los mandé a la chingada por lo mismo puro mediocre resentido.",Mention,Text Only,1618,2,"Tesistan, Jalisco, Mexico",,,1,0,1,0,Backlash
Twitter,https://twitter.com/RoxanaNoalatrat/statuses/1508858565808766982,RoxanaNoalatrat,3/29/2022 1:28 pm,ReginadelC a las personas menos beneficiadas...él es el primero en ser clasista y despectivo...odia a la clase media...cree dominar a las mentes pero su discurso refleja mediocridad...tantos tontos votaron por ese viejillo loco...,Mention,Text Only,1695,14,"Venustiano Carranza, Mexico City, Mexico",Women,,12,0,1,1,
Twitter,https://twitter.com/LA_HDLCH/statuses/1508857985296179205,LA_HDLCH,3/29/2022 1:25 pm,patoh0ws1ny Exacto! Son unos pinches envidiosos y resentidos! 🤡,Mention,Text Only,262,1,Mexico,,,1,0,0,0,Backlash
Twitter,https://twitter.com/metro_pop12/statuses/1508853711405260816,metro_pop12,3/29/2022 1:08 pm,"RicardoMonrealA @Milenio No es clasismo cabron!! Entiende!! Es su pinche improvisar!! No saben hacer nada y no tienen plan de casi nada!! 
El pinche plan de chingar al país es el único que se está llevando a cabo!
#JoseRamonLopezBeltran34 
#ImbecildePalacio12 https://t.co/iIFnTTBFRx",Mention,Photo,186,0,Mexico,,,0,0,0,0,
Twitter,https://twitter.com/lagueragargo/statuses/1508852442854789127,lagueragargo,3/29/2022 1:03 pm,"marthadebayle También lo qué pasó con Kristen Dunst. No olviden que dentro de la comedia, además de la apariencia, la gordofobia, la homofobia y el racismo. El clasismo es un ingrediente que nunca falta.",Mention,Text Only,242,10,"Tlalpan, Mexico City, Mexico",,,10,0,0,0,
Twitter,https://twitter.com/MrCanciller/statuses/1508851923897786368,MrCanciller,3/29/2022 1:01 pm,"https://t.co/GM7LnLLCAP
Mientras no vaya al psiquiatra y la den de alta de su ""control de ira"" (""pecado capital"") seguirá siendo un peligro darle poder a una mujer ¡con megalomania y acomplejada!

Debe rehabilitarse para participar en cargos de elección.
#LadyPelotas no es apta",Message,Link,1137,2,"Tlalpan, Mexico City, Mexico",,,0,0,0,2,Género
Twitter,https://twitter.com/enriquebermudez/statuses/1508851677213900801,enriquebermudez,3/29/2022 1:00 pm,"Caramelo y el Indio Cuacatleco , 2 aficionados iconos de @miseleccionmx y @SelecElSalvador https://t.co/D6yB5Vet5O",Message,Video,497041,120,"Magdalena Contreras, Mexico City, Mexico",Men,,111,0,2,7,Origen cultural
Twitter,https://twitter.com/MiguelP36190719/statuses/1508850736595091464,MiguelP36190719,3/29/2022 12:57 pm,jgnaredo @HernanGomezB Pinche acomplejado,Mention,Text Only,2696,0,"Azcapotzalco, Mexico City, Mexico",Men,,0,0,0,0,
Twitter,https://twitter.com/RodrigoOlgin/statuses/1508845451319066629,RodrigoOlgin,3/29/2022 12:36 pm,"Y tú espurio acomplejado cuando le pediras perdón a todas esas madres que dejaste sin hijos con tu guerra en contra del narco supuestamente,  disiendo que eran daños colaterales https://t.co/MCKkijGBC8 | QT: “Mi hijo sólo salió a asaltar, como siempre, y me lo mataron”: madre llora muerte de su hijo en Guatemala  https://t.co/n0XOG6JUQp vía @El_Universal_Mx",Message,Link,31,1,"Tepeji de Ocampo, Hidalgo, Mexico",Men,,1,0,0,0,
Twitter,https://twitter.com/UrsulaBethManzo/statuses/1508841017855905798,UrsulaBethManzo,3/29/2022 12:18 pm,"Pues no es por ser racista ni nada de eso pero a mí denzel, will, chris rock, nunca me han gustado, a mi de comedia me gusta el mamón de Eddie Murphy y Samuel L Jackson, su lado cómico es vaciadísimo.",Message,Text Only,1134,2,Mexico,,,1,0,0,1,
Twitter,https://twitter.com/ElMercurioVer/statuses/1508837724035420174,ElMercurioVer,3/29/2022 12:05 pm,"El dinero destinado para la #RevocacionDeMandato debió darse a los hospitales, porque mayoría no cuenta con medicamentos,ni se atiende de forma digna a los mexicanos, reclama Neftalí Álvarez, de la RIOOD:Red Iberoamericana de Organismos y Organizaciones Contra la Discriminación https://t.co/VlI384HO6u",Message,Video,2130,13,"Veracruz, Veracruz, Mexico",,,6,0,1,6,
Instagram,https://www.instagram.com/p/CbsXqR5u2Hg/,,3/29/2022 11:46 am,"Pertenecer a un sector vulnerable no hace menos grave las violencias que ejerces sobre otros grupos vulnerables, no le quita lo violento a los discursos de odio ni los justifica. 

El sufrimiento, el dolor, el físico, la condición y las vivencias ajenas NO son para tu entretenimiento, NO ES HUMOR, así como violentar a otro sector vulnerable tampoco es un posicionamiento radical a la opresión que tú recibes. 

Dejemos de vulnerar a lxs demás. 

✨ Pidoperdon por escribir ""encumbres"" en lugar de ""encubres"" ✨

#noeshumor #opresion #deconstruccion #chrisrock #elcojofeliz #kunno #transfobia #feminismo #feminista #racismo #clasismo #capacitismo",Message,Photo,0,287,,,,276,0,11,0,Género
Twitter,https://twitter.com/Alejandro_SH/statuses/1508826133755740165,Alejandro_SH,3/29/2022 11:19 am,"akalaroja En el último Ball que fui era todo bonito y precioso, Últimamente solo son dramas, ponen a jueciar a la amiga del vecino, cobran caro, muchas indirectas, pelea por aquí pelea por allá, Privilegio blanco, poder prieto. La neta antes era divertido bailar y no solo armarla de pedo",Mention,Text Only,571,4,"Tonala, Jalisco, Mexico",Men,,3,0,1,0,
Instagram,https://www.instagram.com/p/CbsR5KNulvn/,,3/29/2022 10:56 am,"#Política | Este martes, a muchos tomó por sorpresa el mensaje del senador Gustavo Bolívar, quien empleó en su cuenta de Twitter una imagen del personaje mítico de King Kong y habló de ser vicepresidenta.⁠
⁠
Aunque en su trino advierte que el racismo es inaceptable y asegura que obedece a pura falta de amor, la fotografía y la leyenda que utilizó levantó ampolla.⁠
⁠
“Querida Marbelle, cuando yo sea vicepresidenta, haré que te respeten y te den todo el amor que te ha faltado”, citó en su cuenta oficial de Twitter.⁠
⁠
🔗Lea la nota completa en el link de la biografía.⁠
⁠
#Marbelle #GustavoBolívar #GustavoPetro #FranciaMárquez #Racismo",Message,Photo,0,1319,,,,932,0,387,0,
Twitter,https://twitter.com/rosacris/statuses/1508815380994736134,rosacris,3/29/2022 10:36 am,Quienes estamos fuera de Colombia sabemos bien la carga de misoginia y discriminación del valor “simbólico” y “artístico” del “arte” y las “obras” de @GustavoBolivar,Message,Text Only,7286,4,"Xochitepec, Morelos, Mexico",Women,,1,0,0,3,
Twitter,https://twitter.com/Iure75/statuses/1508811823839072275,Iure75,3/29/2022 10:22 am,"Biologictime Que levante la mano quien desee darme razones sostenibles de que en el orbe no hay diferentes razas y clases sociales. ""Racista y clasista"". ¿Si niego la existencia de estas categorías, desaparecerán? https://t.co/UuV2D9sjfB",Mention,Photo,603,0,"Berriozabal, Chiapas, Mexico",,,0,0,0,0,
Twitter,https://twitter.com/carlocasno11141/statuses/1508807810280271879,carlocasno11141,3/29/2022 10:06 am,Biologictime Clasista de que o que? Es Federico peluche igual de prieto que la yalitzia de que hablas?,Mention,Text Only,98,0,"Cuernavaca, Morelos, Mexico",,,0,0,0,0,
