Network,Message URL,Profile,Date,Message,Type,Content Type,Followers,Engagements,Location,Likes,Dislikes,Comments,Shares,Theme
Twitter,https://twitter.com/SustenCiudadana/statuses/1523850423781761025,SustenCiudadana,5/9/2022 10:20 pm,"Gracias al heroico pueblo soviético que sin aspavientos y con generosidad pusieron la mayor parte de fallecidas en la guerra contra el nazismo, el racismo, la soberbia teutona y anglosajona. Viva #DiaDeLaVictoria | QT: Heroínas de la URSS liberadoras de Europa y el mundo del nazi-fascismo
#GranGuerraPatria
#DiaDeLaVictoria 
— ¡Gratitud, Honor y Gloria eterna! https://t.co/yjqc1AUN4R",Message,Text Only,2726,0,"Xochimilco, Mexico City, Mexico",0,0,0,0,
Instagram,https://www.instagram.com/p/CdXCp0wraQT/,,5/9/2022 10:01 pm,"El racismo existe y no solo para los de un tono de piel diferente, también para aquellos que son de diferente origen #racismo",Message,Photo,0,0,,0,0,0,0,
Twitter,https://twitter.com/rarc_/statuses/1523844872867749888,rarc_,5/9/2022 9:58 pm,monerika O sea lo del vestido blanco si lo entiendo pero lo de rojo? O sea sa mamada qué? Porque es la amante y porque quieres lucir más que la novia? Mucho complejo de inferioridad se maneja esa raza. Les mando luz ....(de baja intensidad para que no brille más que la novia),Mention,Text Only,518,0,Mexico,0,0,0,0,
Twitter,https://twitter.com/justin5wall/statuses/1523843877001699328,justin5wall,5/9/2022 9:54 pm,Cómo voy a ser clasista si he ido a Terraza y a Diktatur?,Message,Text Only,76,0,Mexico,0,0,0,0,
Instagram,https://www.instagram.com/p/CdXACUOu76A/,,5/9/2022 9:38 pm,"IDENTIDAD 💜
Existe una Identidad cultural que emerge de una profunda relación con el entorno, con la madre tierra, con el lugar que habitamos. De ella nace una forma de vida,un idioma,las danzas,la música,la vestimenta, etc. También existe una Identidad natural, que emerge de la complementación con la comunidad de la vida.

🌱Es importante saber quiénes somos.  Cómo afirma el pueblo Quechua, ""debemos reconocernos, esclarecer nuestras raíces,recuperar nuestra indentidad cultural de herencia ancestral,fortalcer y mantenerla ; ya que un pueblo sin conciencia es un pueblo explotado o que fácil o que fácilmente se deja explotar""

🍃Retomar la identidad no implica un retroceso, significa recuperar la memoria y la historia en el tiempo presente para proyectarnos hacia el futuro, pues seguir caminos ajenos o ser repetidorxs de lo que otres siguen lleva a una constante frustración,cómo ha sido hasta ahora para las comunidades ancestrales.

Sociedades como la Argentina , y en general Latinoamérica tienen estructuras racistas y problemas históricos. El racismo y todo lo que implica en la forma de vida en general no es un problema social y político circunstancial, es producto de la deuda historica nacidas desde la Colonia. Esto hace urgente un cambio de paradigma de vida que invulucra a las formas de replantearse la identidad del Estado Argentino.

#Identidad
#Racismo
#Colonialismo",Message,Photo,0,10,,0,0,10,0,
Twitter,https://twitter.com/palomitapp/statuses/1523838964465119239,palomitapp,5/9/2022 9:34 pm,"Amo cuando muchas series que me gustan se sincronizan 😊 | QT: En este momento veo 5 series por estrenos semanales: 
Better Call Saul. Gran temporada final
Barry S03. Humor negro delicatessen 
The flight attendant S02. Hasta ahora mala secuela
Atlanta S03. La mejor serie sobre el racismo en la actualidad
Moon Knight. Solo por Oscar Isaac",Message,Text Only,227,0,"Santa Catarina, Nuevo León, Mexico",0,0,0,0,
Twitter,https://twitter.com/MusicoVirreinal/statuses/1523835870926839809,MusicoVirreinal,5/9/2022 9:22 pm,"Miren envidiosos de provincia.En #NL No tendremos agua 💧#Sequía,pero SÍ tenemos #contaminación.En NL NO tendremos agua,pero SÍ tenemos #Feminicidios #DebahniEscobar #YolandaMartínez,en NL NO tendremos agua,pero SÍ #clasismo, #Homofobia y #Transfobia.En el #NuevoNL, tenemos todo.",Message,Text Only,455,8,"Santa Catarina, Nuevo León, Mexico",6,0,0,2,
Twitter,https://twitter.com/KevinRecio_/statuses/1523831457562742785,KevinRecio_,5/9/2022 9:05 pm,"Durante su paso por #Marco, donde pidieron no ser grabadas por respeto, las colectivas manifestaron con grafiti la violencia de género que vive. 

*Este tweet no refleja discriminación y es meramente informativo, no con fines amarillistas. https://t.co/2OXoFbsDj2",Message,Video,680,0,"Monterrey, Nuevo León, Mexico",0,0,0,0,
Twitter,https://twitter.com/cesgao/statuses/1523827214931959814,cesgao,5/9/2022 8:48 pm,"Chairos resentidosssss | QT: ¿Por qué estaría resentido un chairo que vio ganar a su candidato, que hoy lo ve con alta aprobación y que volvería a votar por él?

Por lo general, el resentido es el que siente que va perdiendo. https://t.co/bi2fULMQHz",Message,Text Only,2325,0,"Azcapotzalco, Mexico City, Mexico",0,0,0,0,Backlash
Twitter,https://twitter.com/GloriaGP04/statuses/1523819354646798336,GloriaGP04,5/9/2022 8:16 pm,"#ElImbecilDePalacio59 
Andrés Manuel fué por medallas y aplausos el mediocre, ignorante y miserable hombrecito acomplejado. | QT: ¿Que fue a hacer López a Centroamérica ? 

Fue a traer manifestantes, moneda de cambio con Estados Unidos y en un futuro, electores.",Message,Text Only,802,0,Mexico,0,0,0,0,
Twitter,https://twitter.com/AarnMendozaEsp1/statuses/1523814525262303232,AarnMendozaEsp1,5/9/2022 7:57 pm,"El grado de estupidez al que se ha llegado en la humanidad,da muestra clara que estamos en retroceso y en una crisis que nos va a conducir a la extinción por estúpidos.
Es de proporciones descomunales la insensatez,la intolerancia,el racismo y la polarización social sin sentido. | QT: Vergonzoso. Polacos agreden a Embajador de Rusia tirando pintura roja en su cara, cuando va a depositar una corona de flores a los héroes de la Segunda Guerra Mundial en cementerio de Varsovia. Este es el nivel de intolerancia de los ""demócratas"" occidentales 
#Shame https://t.co/mU7M2rssV0",Message,Text Only,27,0,"Morelia, Michoacán, Mexico",0,0,0,0,
Twitter,https://twitter.com/DrMeza2020/statuses/1523805112875073537,DrMeza2020,5/9/2022 7:20 pm,nataliaesf Súper naco,Mention,Text Only,12,0,"Toluca, México, Mexico",0,0,0,0,Odio
Twitter,https://twitter.com/Emmanuelbtk/statuses/1523802483994554368,Emmanuelbtk,5/9/2022 7:09 pm,"🫀Tromboembolia pulmonar🫁
Riesgos de mortalidad de cada uno de los marcadores.
Cuando puedas usa NACO ⬇️39% el riesgo de sangrado
El ITV del TSVD es el 🔝
predictor eco🫀grafico.
No hay predictores de quienes respondan a trombolisis, percutanea, embolectomia, endarterectomia. https://t.co/rXI6yyWSmA",Message,Photo,608,3,"Xalapa de Enriquez, Veracruz, Mexico",2,0,0,1,Odio
Twitter,https://twitter.com/MaraMag47097300/statuses/1523796583644508168,MaraMag47097300,5/9/2022 6:46 pm,"A México se le olvidó: el señor de las ligas, las cuentas blindadas del segundo piso, el plantón de Reforma, Juanito entre otras muchas cosas.
Votaron por un corrupto, perdedor y resentido, ya vimos como está sumiendo al país en la pobreza y la violencia.
Piensen su voto. | QT: @alo0106 https://t.co/pUSCrMm6Pq",Message,Text Only,4588,0,"Villahermosa, Tabasco, Mexico",0,0,0,0,Backlash
Twitter,https://twitter.com/RaulMtz1978/statuses/1523796421266210816,RaulMtz1978,5/9/2022 6:45 pm,"Ojala que todas las dependencias y funcionaries que usarán la bandera 🏳️‍🌈 en próximos días den a conocer acciones específicas, legislaciones aprobadas, marcos normativos operando, que no tengan denuncias o quejas por omisión violencia o discriminación.
Lo demás es simulación",Message,Text Only,2076,0,"Morelia, Michoacán, Mexico",0,0,0,0,
Instagram,https://www.instagram.com/tv/CdWqGAjtoZh/,,5/9/2022 6:27 pm,"Desde su vivencia como taiwanesa que creció en Costa Rica y que considera a este país como su hogar, Miao Chun Chen Yang nos comparte su experiencia en la que ha sufrido el racismo, en distintos espacios de su vida, incluso en nuestra Universidad. 

Ella nos muestra la fuerza para transformar juntos y juntas nuestras prácticas, nos llama a NO NORMALIZAR las situaciones racistas, para lo cual es necesario intervenir y “apoyar a la persona que es víctima de racismo”. 

Este video fue seleccionado por el jurado del “Concurso universitario contra el racismo UCR 2021”, con mención de honor. 

Agradecemos y felicitamos a Miao Chun Chen Yang, estudiante de Licenciatura en Psicología de nuestra UCR por este valioso aporte en la lucha contra el racismo.

Un trabajo conjunto con museo.ucr

Portal OBCRA: obcra.fcs.ucr.ac.cr

.⁣⁣⁣⁣⁣⁣
.⁣⁣⁣⁣⁣⁣
#MuseoUCR #Educación #Historia #UCR #MuseosUniversitarios #Cultura #Información #Museos #Historia #Colección #Colecciones⁣ #Racismo #Voces",Message,Video,0,33,,31,0,2,0,
Instagram,https://www.instagram.com/tv/CdWpZXFjPYs/,,5/9/2022 6:21 pm,"Pablo Escobar, ¿eres tú? 🤣

Tal vez Wagner Moura no nos sea desconocido, al final de cuentas se volvió familiar para los hispanohablantes después de interpretar a Pablo Escobar en la serie Narcos.

Pero en esta escena de quien debemos hablar es de Lázaro Ramos olazaroramos, quien interpretó al personaje Roque en Ó Paí, Ó. La película cuenta la historia de los habitantes de una vivienda en el centro histórico del Pelourinho, en Salvador. Todo transcurre el último día de Carnaval, en medio de mucha música, baile y alegría. Esta película revela un lado desconocido de la ciudad de Salvador, su carnaval y el contraste social. Toca temas como la violencia, las drogas y el racismo.

Y es sobre racismo que nos habla esta escena tan potente y que está basada en uno de los diálogos de El mercader de Venecia de William Shakespeare.

Gracias al pedrosmalexandre y a su costumbre de ver chorrocientasmil veces sus escenas favoritas❤️, pues gracias a eso puede conocer esta escena y la película en sí (que, por cierto, la pueden encontrar en YouTube). 

#omercaderdeveneza #opaio #lazaroramos #wagnermora #racismo #cinemabrasileiro #literaturabrasileña #cine #cinema #elmercaderdevenecia #williamshakespeare #cinelatinoamericano #peliculas #serienarcos #peliculaslatinoamericana #cinelatino",Message,Video,0,15,,15,0,0,0,
Twitter,https://twitter.com/JorgBlumen/statuses/1523780167692214272,JorgBlumen,5/9/2022 5:41 pm,"reporterito2 Así es mi estimado, México el Paraíso de la Desigualdad, Inseguridad, Clasismo, Homofobia, Asesinatos, Corrupción, y un madral de etcétera.",Mention,Text Only,2655,0,"Miguel Aleman (La Doce), Sonora, Mexico",0,0,0,0,
Twitter,https://twitter.com/ChbetoH/statuses/1523777015173685248,ChbetoH,5/9/2022 5:28 pm,"A pero se sienten los mejores del mundo! Valv! Directo y sin escala! | QT: Tras acoso y discriminación a manos de directivos del Centro Médico Adolfo López Mateos en Toluca, Walter ya se encuentra fuera de peligro. https://t.co/WXo7Nvthed",Message,Text Only,633,0,Mexico,0,0,0,0,
Twitter,https://twitter.com/rouge0709/statuses/1523774643446087680,rouge0709,5/9/2022 5:19 pm,"RicardoBSalinas @CitlaHM todo ciudadano que genere empleos y ponga en su lugar a los habladores acomplejados de cuarta, merece mis respetos",Mention,Text Only,63,0,"Santa Rosa Jauregui, Querétaro, Mexico",0,0,0,0,
Twitter,https://twitter.com/Rogelio08276489/statuses/1523773350660947968,Rogelio08276489,5/9/2022 5:14 pm,"Vivianolala Saludos al nido de la podredumbre humana, donde la discriminación y la xenofobia les parece necesaria, razonable, justificada y creen que se usa como crítica y argumento contra el gobierno.",Mention,Text Only,127,0,"Villahermosa, Tabasco, Mexico",0,0,0,0,
Twitter,https://twitter.com/X2K01/statuses/1523772363610804224,X2K01,5/9/2022 5:10 pm,"Otro día más viendo clasismo y xenofobia por parte de la supuesta oposición al gobierno actual. Si esa es la oposición, mejor que se queden los de ahora que si bien son una mierda, no llegan a la mierdota que son los otros. Al menos lo disimulan estos.",Message,Text Only,126,0,"Tuxtla Gutierrez, Chiapas, Mexico",0,0,0,0,
Instagram,https://www.instagram.com/p/CdWf-F8Mq57/,,5/9/2022 4:58 pm,"🎞️ DO THE RIGHT THING 

SINOPSIS
Mookie es un repartidor de pizzas de 25 años que vive en Brooklyn con su hermana Jade. Trabaja en una pizzeria local, pero carece de ambición. Sal, el dueño italo-estadounidense de la pizzeria ha estado en el vecindario por 25 años. Su hijo mayor Pino intensamente detesta a los negros, y no se lleva bien con Mookie. Debido a esto, Pino se ve enfrascado diariamente con discusiones con su padre, quién se rehúsa a dejar el vecindario de mayoría afro-estadounidense, y su hermano menor Vito, quién se lleva mejor con Mookie.

🎥 DIRIGIDA POR Spike Lee

Do the right thing (en España, Haz lo que debas) es una película estadounidense de 1989 escrita, dirigida y producida por Spike Lee y protagonizada por el propio director y por Danny Aiello, Ossie Davis, Ruby Dee, Richard Edson y John Turturro  en los papeles principales.

Como todos los films del director nacido en Atlanta pero criado en Nueva York Haz Lo Que Debas tiene una dura crítica social y racial, sobre todo racial donde todos odian a todos en la cinta. Los negros a los puertorriqueños, los italianos a los negros y entra en una espiral que lleva a un acto final sublime. 
Un film que bien podríamos meter dentro del género blaxploitation con algunos matices. 
Una banda sonora espectacular y callejera y unas actuaciones sublimes consiguen llegar al fondo de un tema tan duro como el racismo en los Estados Unidos y presentarlo de forma tan realista como satírica, subiendo el tono poco a poco hasta desenlazar en un final trágico para todas las partes implicadas. 

Gran director, gran película, no puede faltar en mi lista de las 20 mejores películas. 

#cinexperience #dotherightthing #hazloquedebas #spikelee #dannyaiello #johnturturro #cine #cinéfilo #cinefilos #cinemania #cinefans #peliculas #grandespeliculas #grandesdirectores #blaixploitation #cinedeexplotacion #radioraheem #mookie #racismo #stopracism #blacklivesmatter #movies #drama",Message,Photo,0,38,,36,0,2,0,
Twitter,https://twitter.com/Hiramtorres/statuses/1523767805811732480,Hiramtorres,5/9/2022 4:52 pm,"En Jalisco a los pepenadores se les recibe con el uso de la fuerza pública, mientras que a los empresarios del mismo sector los reciben con manteles blancos.
Movimiento Ciudadano es la representación del peor clasismo que hayamos visto en la historia reciente, miserables. | QT: En el centro de Guadalajara la protesta de pepenadores sube de tono y ahora se enfrentan los trabajadores del reciclado de basura y elementos de la Policía Estatal

Video de @NavarroArturo84. https://t.co/MgMGyxCL3T",Message,Text Only,7115,0,"Tesistan, Jalisco, Mexico",0,0,0,0,Perfilamiento racial
Twitter,https://twitter.com/MauGG/statuses/1523760029815361536,MauGG,5/9/2022 4:21 pm,tilin2001 @GobAtizapan ¿Leí pero no entendí porqué crees que fue por tu color de piel?,Mention,Text Only,615,0,"Magdalena Contreras, Mexico City, Mexico",0,0,0,0,
Twitter,https://twitter.com/CascaPauWeed/statuses/1523757205652385792,CascaPauWeed,5/9/2022 4:10 pm,Nena ¿no te enteraste que ofendernos entre morras utilizando el físico se ve naco?,Message,Text Only,11,0,"Guadalajara, Jalisco, Mexico",0,0,0,0,"Odio, Género"
Twitter,https://twitter.com/xalapacentro/statuses/1523754288039616513,xalapacentro,5/9/2022 3:58 pm,"mgongoraalarcon @ahuedricardo @CMAS_Xalapa Ponga grafitis y manche su fachada, y así lo verán como de otra clase social y lo tipificarán como de ""interés social"", siendo la misma agua revuelta, no potable, que llega menos de 14 días al mes a todas las casas.

A eso se le llama DISCRIMINACIÓN y está consagrado en el Art 1. https://t.co/oAfdiGjXdL",Mention,Photo,620,0,"Xalapa de Enriquez, Veracruz, Mexico",0,0,0,0,
Twitter,https://twitter.com/UrsulaBethManzo/statuses/1523736518627524608,UrsulaBethManzo,5/9/2022 2:47 pm,"Según mi color de piel yo solo debería de escuchar a Los Bukis, ver comedias estelarizadas por Paty Navidad, doblarme de risa con el standup de Adal Ramones y sentirne representada con las películas de Eugenio Derbez, es lo que yo debería consumir; según la Picmentocracia.",Message,Text Only,1121,0,Mexico,0,0,0,0,
Instagram,https://www.instagram.com/tv/CdWQd8qjjxQ/,,5/9/2022 2:43 pm,"Montse y Rocio, del colegio Sagrat Cor de Barcelona, nos contaron cómo estaba siendo su experiencia siendo #ColeKiva. 🤗

En su intervención nos explicaron uno de los métodos #KiVa en los que han estado trabajando: una lectura compartida que llevan a cabo semanalmente, llamada ""L'equip dels Rosegons.""

Quédate a escuchar cómo lo han hecho y qué resultados están obteniendo 👆

#SomosColeKiVa
✂︎ -------
#Macmillan #MacmillanEducation #KiVa #DíaContraElAcosoEscolar #Nomasbullying #BullyingSucks #Acoso #AcosoEscolar #StopAcoso #Ciberacoso #Antibullying #Apoyo #Depresión #Racismo #Respetar #ExclusionSocial #Victima #Acosador #Ansiedad #Prevencion #Bullying #StopBullying #Educación #claustroig #claustrodeig #profes #teacher #Teachergram",Message,Video,0,10,,10,0,0,0,
Instagram,https://www.instagram.com/p/CdWP_HfuKmH/,,5/9/2022 2:38 pm,"#LOÚLTIMO
🔴 Lima | ANIMADOR DE LA AGRUPACIÓN LOS PUNTOS DEL AMOR LANZA CALIFICATIVOS RACISTAS CONTRA JAVIER LOBATÓN
 
• Esta situación desató la risa y también la indignación de los asistentes.
 
El cantante Javier Lobatón denunció un acto de discriminación por parte del animador de la agrupación sureña Los puntos del amor, Jason Pérez, en un concierto en el Cercado de Lima.
 
Todo el espectáculo transcurría con normalidad, hasta que Pérez con voz sarcástica: “Habla pues, plátano quemado”. Javier Lobatón mostró su incomodidad por eso el animador dijo: “¡Se molestó!, mil disculpas mi querido huairuro”.
 
“Somos un país de diferentes raíces, por ende, nadie puede burlarse de mi color de piel como lo hizo ese señor. Basta de tanto racismo”, señaló el artista. 
 
Síguenos en FB e IG para más noticias.
 
#JavierLobatón #LosPuntosDelAmor #MúsicaPeruana #Racismo #Discriminación #Afroperuano
LGR",Message,Photo,0,1,,1,0,0,0,
Instagram,https://www.instagram.com/p/CdWP3zip2ee/,,5/9/2022 2:37 pm,"NOSOTRAS TAMBIÉN ESTUVIMOS 🔥#danza
Artistas: estudiantes de la Escuela Secundaria Especializada en Arte Nº1 de Luis Guillón
📅 21.05.22 - 16:00
 📍CPM (54 e 4 y 5)

Obra coreográfica sobre la Guerra de Malvinas centrada desde la perspectiva de las mujeres que estuvieron allí, basada en testimonios de Alicia Reynoso, Stella Maris Morales, Ana Masitto, Stella Carone. El objetivo es darles visibilidad contando su verdad y brindarles el reconocimiento que merecen a través de su viralización. 

Docentes: Fernanda Catarraso (proyecto de producción), Matias Catarraso (gestión y producción grupal), Nazareno Calfulef (puesta en escena), Laura Moreno (danzas folkloricas y populares V). 

Estudiantes:
Directora: Camila Belén Gonzales. 
Coreógrafos: Ariadna Herrera, Camila Gonzales, Tomás Díaz, Pilar Santos, Morena Rajo Moyano. 
Escritor/a: Aitana Roncal, Ludmila Sanchez. 
Vestuaristas: Sofía Giorgi, Victoria Sanchez, Wanda Leiva, Ariadna Herrera, Nicole Magalí Cabral. 
Intérpretes: Aitana Roncal, Ariadna Herrera, Aylin Bogado, Camila Gonzales, Camila Gonzales Ibarra, Jonathan Bogado, Tomás Díaz, Luciana Orozco, Ludmila Sanchez, Victoria Sanchez, Magalí Herrera, Malena Chantre, Melanie Do Río, Milagros Mendoza, Morena Rajo Moyano, Nicole Cabral, Pilar Santos, Valentina Beitelmajer, Wanda Leiva, Xiomara Sanhueza, Zoe Bukta, Antonella Gonzales Acciaio, Sofía Giorgi, Verónica Van Lierde. 

#malvinas #guerrademalvinas #feminismos #arte #derechoshumanos #memoria #géneros #diversidadcultural #diversidadsexual #ciclo #ddhh #racismo #soberaniaalimentaria #ciclocomún #disidencias #lgbtiq",Message,Photo,0,72,,68,0,4,0,Género
Twitter,https://twitter.com/jandrolopez/statuses/1523729170596999170,jandrolopez,5/9/2022 2:18 pm,RodMesa Y para qué promuevan el voto de resentidos bananeros.,Mention,Text Only,381,0,"Tesistan, Jalisco, Mexico",0,0,0,0,Backlash
Twitter,https://twitter.com/rugeriomarin77/statuses/1523717167480733696,rugeriomarin77,5/9/2022 1:30 pm,"qual36 @DavidMaldonadoC @scwolf5 Es que no te están discutiendo nada, están expresando lo irónico del caso. Sí, los engañaron terriblemente y nadie tiene culpa de ello más que el mentiroso. Sin embargo no todos cayeron y fue por algo: unos porque partido, otros porque clasismo, pero muchos porque paramos la 👂",Mention,Text Only,125,0,"Iztapalapa, Mexico City, Mexico",0,0,0,0,
Twitter,https://twitter.com/robertohcar/statuses/1523716411817746432,robertohcar,5/9/2022 1:27 pm,"Curso de economía con enfoque clasista impartido por Azucena Uresti. | QT: La inflación sigue al alza,durante abril se coloca en 7.68% su nivel más alto en 21 años. 

Principales aumentos de precios en:
-Gasolina
-Jitomate,pollo, aguacate,tortilla maíz,chile serrano,huevo
-Loncherías, fondas, torterías
-Servicios turísticos en paquete 
-Vivienda propia",Message,Text Only,264,0,"Garza Garcia, Nuevo León, Mexico",0,0,0,0,
Instagram,https://www.instagram.com/p/CdWHbYeM-SR/,,5/9/2022 1:24 pm,"➡️Empobrecimiento, violencia estructural, racismo institucional... son algunas de las cosas que denunciamos. #stopracism #racismo #racism #antirracismo #antirracista acismo #racismoinstitucional",Message,Photo,0,104,,102,0,2,0,
Instagram,https://www.instagram.com/p/CdWGx_Lste0/,,5/9/2022 1:18 pm,"🔵¿Conoces compra antiracista? Desliza si quieres saber más sobre la campaña que llevamos a cabo durante el confinamiento.
#stopracism #racismo #racism #antirracista #antirracismo #racismoinstitucional",Message,Photo,0,170,,162,0,8,0,
Instagram,https://www.instagram.com/p/CdWGfwOOlOl/,,5/9/2022 1:15 pm,"El sujetador con relleno y aros. 
El pantalón una talla menos de la tuya, tipo pitillo. 
Los tangas sin piedad. 
Los tacones y plataformas que te llevan a trastabillar y no poder correr.
El maquillaje en la cara, labios, ojos. 
Las uñas postizas. 
Las fajas para contener las carnes.
La imposición de tener 45 y aparentar 30.
La ropa corta y a la vez la obligación de sentarte sin abrir las piernas. 
Las cremas para no tener arrugas. 
Los alimentos para eliminar tu supuesta hinchazón. 
Los tratamientos para evacuar, por tener estreñimiento propio de ser mujer. 
Las compresas para las ""pérdidas"". 
La medicación para los ""sofocos"". 

Extracto de una hora de ver televisión y tres revistas de las pretendidamente para 'nosotras'.

Todo lo que supone el concepto hegemónico de ser mujer y seguir lo impuesto y considerado “normal” es invalidante, mentiroso y nos invita a no querernos.

Texto: María Sabroso.

Fotografía Zdzislaw Beksinski.

- celebramos nuestras cuerpas libres, abrazamos la hermosura contra hegemónica de las mujeres lesbianas de abya yala -

#mujer #feminismo #lesbofeminismo #racismo #violenciaestética #hegemonia #delgada #joven #bonita",Message,Photo,0,117,,116,0,1,0,"Sexodiversidad, Género"
Twitter,https://twitter.com/cara_srita/statuses/1523711259673128960,cara_srita,5/9/2022 1:07 pm,"Por qué a sus hijos les ponen nombre importados y/o impronunciables? Tienen cara olmeca, prieta y de nariz ancha y todavía les ponen: Zuzette, Iker, Eilea, Eliu, etc., pinches enfermos. Deberían haber sido esterilizados al nacer.",Message,Text Only,135,0,"Miguel Hidalgo, Mexico City, Mexico",0,0,0,0,
