Network,Message URL,Profile,Date,Message,Type,Content Type,Followers,Engagements,Location,Gender,Age,Likes,Dislikes,Comments,Shares,Theme
Twitter,https://twitter.com/nallelyC_R/statuses/1519162260257751041,nallelyC_R,4/26/2022 11:51 pm,"Nananyways Y también es peligroso, a mi me toco que uno súper racista nos empezará a gritar, problema muy grande de Estados Unidos, drogas",Mention,Text Only,75,0,Mexico,,,0,0,0,0,
Twitter,https://twitter.com/alexpcuam/statuses/1519161881612763136,alexpcuam,4/26/2022 11:49 pm,Fernand37349447 Pero me he encontrado con discriminación,Mention,Text Only,1044,0,"Miguel Hidalgo, Mexico City, Mexico",,,0,0,0,0,
Twitter,https://twitter.com/JuampiSwan/statuses/1519156755393130498,JuampiSwan,4/26/2022 11:29 pm,"JavierM53813100 @ElIngeRMA1 @ErikNoeSnchez1 @padrehayen Soy 10 veces más valiente que tú.
Tus comentarios solo aceleran las reformas educativas y constitucionales y exponen lo bajo que caen ustedes con tal de justificar su discriminación y su violencia",Mention,Text Only,371,0,"Magdalena Contreras, Mexico City, Mexico",Men,,0,0,0,0,
Twitter,https://twitter.com/CHEMARGUEZ/statuses/1519154970427371520,CHEMARGUEZ,4/26/2022 11:22 pm,"Su #whitexicanismo plagado de #clasismo #racismo #misoginia #homofobia #transfobia NO ES PENSAR DIFERENTE. | QT: Vulgar es llamar “traidor a la patria” a todo aquel que no piense igual.

Eso es vulgar",Message,Text Only,1882,0,"Tlalpan, Mexico City, Mexico",,,0,0,0,0,
Twitter,https://twitter.com/ramirecisne/statuses/1519151774824910848,ramirecisne,4/26/2022 11:09 pm,"Que bueno que la @Libertadores los vete en su partidos de visitante | QT: Un hincha de Boca, detenido por hacer gestos racistas a la tribuna de Corinthians en Brasil. https://t.co/sbvQh3RmaE",Message,Text Only,219,0,"Xochimilco, Mexico City, Mexico",,,0,0,0,0,Perfilamiento racial
Twitter,https://twitter.com/Fabstulum/statuses/1519151556532350982,Fabstulum,4/26/2022 11:08 pm,"GlodeJo07 Vulgar es su clasismo colonial, au tremenda hipocresía, vulgar es su doble moral 
Vulgar es manipular la información para causar daño a los proyectos de bienestar social
Vulgar es el #PRIANRDMCVendePatrias 
Esas si son vulgaridades",Mention,Text Only,73,0,Mexico,,,0,0,0,0,
Twitter,https://twitter.com/WAWAQ/statuses/1519151409085747200,WAWAQ,4/26/2022 11:08 pm,Democracia_mx Nada que ver Venta Prieta de hoy.,Mention,Text Only,5732,0,"Colonia Lindavista, México, Mexico",,,0,0,0,0,
Instagram,https://www.instagram.com/p/Cc1rk3TOSaQ/,,4/26/2022 11:05 pm,"🚫 La policía de Brasil se llevó detenido a un hincha de Boca por insultos racistas a hinchas de Corinthians en el estadio.

Este gesto es el segundo en menos de 20 días ya que un hincha de River también discriminó a un simpatizante de Fortaleza. 

🚨No al Racismo 

#noalracismo🚫 #racismo #xenofobia #discriminacion #argentina #brasil",Message,Photo,0,19,,,,19,0,0,0,Perfilamiento racial
Twitter,https://twitter.com/colegioabogado8/statuses/1519147834376871936,colegioabogado8,4/26/2022 10:54 pm,"En representación del Colegio de Abogados del Estado de Guerrero, A.C., la Lic. Perla Bibiano Guzmán, participó con diversas propuestas en la mesa de trabajo organizada por la Comisión de Equidad y Género y no Discriminación y por la Primera Sindicatura del Aytto. https://t.co/1UZje5Fdqw",Message,Photo,75,0,"Acapulco de Juarez, Guerrero, Mexico",Men,,0,0,0,0,
Instagram,https://www.instagram.com/p/Cc1pPAHDrjD/,,4/26/2022 10:44 pm,"aaaaa soy +52

#shitpost #racismo",Message,Video,0,62,,,,61,0,1,0,
Twitter,https://twitter.com/WAWAQ/statuses/1519139711817760768,WAWAQ,4/26/2022 10:21 pm,"Yo por eso aprendí a manejar a los 26. Me enseñó mi amigo Felipe el chófer de la tintorería modelo. Fue mi alumno y no me podía regañar jini | QT: @cuaupeluche Mira querida @WAWAQ así mi primer y única clase de manejo que me dió mi Padre a los quince, allá en Venta Prieta, ¡uuuu! 😂😂😂

¡Que tengas bonita noche, abrazo!",Message,Text Only,5732,2,"Colonia Lindavista, México, Mexico",,,1,0,0,1,
Twitter,https://twitter.com/RaulCarcam/statuses/1519139167531327490,RaulCarcam,4/26/2022 10:19 pm,"Es lamentable lo que viviste hoy Betzi. Una acción como la de hoy solo habla de la falta de sensibilidad y respeto que aún existe. 
Las escuelas de la  @udg_oficial deben ser espacios seguros, incluyentes y libres de discriminación. | QT: Indignante el trato que recibí hoy en la Preparatoria No. 9 de la @udg_oficial 
Hago un llamado al Mtro. @CesarBarbaD y al Dr. @rvillanueval a revisar las letras chiquitas en los reglamentos internos. 
@FEU_UdeG https://t.co/pOM44XCnFX",Message,Text Only,1048,0,"Tesistan, Jalisco, Mexico",,,0,0,0,0,
Twitter,https://twitter.com/KOKKOZAMBRANO/statuses/1519137913501585410,KOKKOZAMBRANO,4/26/2022 10:14 pm,Ingenieros en clasismo…,Message,Text Only,5281,0,"Miguel Aleman (La Doce), Sonora, Mexico",Men,,0,0,0,0,
