Network,Message URL,Profile,Date,Message,Type,Content Type,Followers,Engagements,Location,Gender,Age,Likes,Dislikes,Comments,Shares,Theme
Twitter,https://twitter.com/Jesuslozanoami1/statuses/1491854893149302785,Jesuslozanoami1,2/10/2022 2:21 pm,DonVocero No es un mentiroso traidor resentido,Mention,Text Only,7,0,"Guadalajara, Jalisco, Mexico",,,0,0,0,0,Backlash
Twitter,https://twitter.com/Frankli73746124/statuses/1491837866204409869,Frankli73746124,2/10/2022 1:13 pm,Sumoroutlet @frcaamano @CornelioMella @JoseMonegro Sigue en lo mismo. Sus expresiones son racistas e irracionales,Mention,Text Only,114,0,"New Jersey, United States",Men,,0,0,0,0,
Twitter,https://twitter.com/DJDNL7/statuses/1491828014270885897,DJDNL7,2/10/2022 12:34 pm,"Damtastico @The_Captain222 @ToIkienverse Victimizarte te encanta. En la fantasía podría comprartela y dependiendo del actor y el guión. Aquí se reparte todo igual, nadie se quejo de nick fury ni de aquaman. Pero en la vida real no pueden cambiar las etnias ni nada como a Ana Bolena. Ni tú que quieres que sea racismo...",Mention,Text Only,201,6,"Iztapalapa, Mexico City, Mexico",Men,,4,0,2,0,
Twitter,https://twitter.com/MarcosS41704688/statuses/1491824480452325380,MarcosS41704688,2/10/2022 12:20 pm,teddyezmin @MarcaClaro @DonovanDCarr Exactamente fue discriminación,Mention,Text Only,10,0,"Medina, Guanajuato, Mexico",Men,,0,0,0,0,
Twitter,https://twitter.com/Jackoperez/statuses/1491815880371671044,Jackoperez,2/10/2022 11:46 am,GDLBu Que gente tan despreciable la raza humana es infame,Mention,Text Only,962,3,"Cuernavaca, Morelos, Mexico",Men,,2,0,1,0,
Twitter,https://twitter.com/hamlet_almaguer/statuses/1491807204025974785,hamlet_almaguer,2/10/2022 11:12 am,Navegaciones @INEMexico @Coparmex Racistas como @lorenzocordovav,Mention,Text Only,4795,6,Mexico,,,5,0,0,1,
Twitter,https://twitter.com/38IMSSALH7/statuses/1491801451869265928,38IMSSALH7,2/10/2022 10:49 am,"ARNgatoromo @MelquisedecSol1 @MariettoPonce @SantanderMx @BBVA_Mex @RicardoBSalinas Y @MelquisedecSol1 te recomiendo que dejes de ser un peón de Morena y aprendas a invertir tu dinero.
Por cierto, retira los Twits contra los  asiáticos o @TwitterSeguro te puede sancionar.
De mi parte también te bloqueo pues gente negativa y racista no merece ser seguida. 👋 https://t.co/5WPVTrFfbY",Mention,Photo,29,0,"Aguascalientes, Aguascalientes, Mexico",,,0,0,0,0,
Twitter,https://twitter.com/santankillera/statuses/1491776486575157252,santankillera,2/10/2022 9:10 am,"El racismo lo promueven las mismas personas que son de tez negra. (Toca escribir así, sino me dicen racista)",Message,Text Only,5628,1,"Florida, United States",,,1,0,0,0,
Twitter,https://twitter.com/santankillera/statuses/1491776128608047111,santankillera,2/10/2022 9:08 am,Vamos a tener que quitar el color negro de la tabla de colores nojoda.    Entonces si me visto de negro soy racista.   Mandan .... https://t.co/QQVAJ8ZV7v | QT: Si les decimos Prietos Azabaches? https://t.co/p3lvHso9tr,Message,Link,5628,1,"Florida, United States",,,0,0,0,1,
Twitter,https://twitter.com/ixchellilith/statuses/1491775059698065412,ixchellilith,2/10/2022 9:04 am,wirelesscoffee @Rox_Gtz O que gritan discriminación cuando se les olvida que por muchos años ni estaban consideradas para votar o ser votadas. Solo ven discriminación cuando su privilegio se ve afectado. https://t.co/tkaIHoy06o,Mention,Photo,109,1,"Tlalnepantla, México, Mexico",,,1,0,0,0,
Twitter,https://twitter.com/fermincitomz/statuses/1491765926265561096,fermincitomz,2/10/2022 8:28 am,"PelonGomis Resentido y acomplejado, así está este pinche pelón fracasado.
Y eso no es FAKE!",Mention,Text Only,1046,0,"Santa Rosa Jauregui, Querétaro, Mexico",,,0,0,0,0,Backlash
Twitter,https://twitter.com/Frankli73746124/statuses/1491755233516658691,Frankli73746124,2/10/2022 7:45 am,Sólo los ignorantes y perversos enarbolan la bandera del racismo. Que lástima que en RD tengamos tantos!,Message,Text Only,114,1,"New Jersey, United States",Men,,0,0,1,0,
Twitter,https://twitter.com/Frankli73746124/statuses/1491754983666163719,Frankli73746124,2/10/2022 7:44 am,frcaamano @CornelioMella @JoseMonegro Usted debería sentir vergüenza de sus propias palabras. Sólo los ignorantes y perversos enarbolan la bandera del racismo,Mention,Text Only,114,1,"New Jersey, United States",Men,,0,0,1,0,
Twitter,https://twitter.com/hiposphilio/statuses/1491747582808190976,hiposphilio,2/10/2022 7:15 am,Fedenavarrete @TenochHuerta Otro pigmento resentido,Mention,Text Only,40,0,Mexico,Men,,0,0,0,0,Backlash
Twitter,https://twitter.com/Jesus36627711/statuses/1491747357704306688,Jesus36627711,2/10/2022 7:14 am,"Un ACOMPLEJADO Corruptos q suena ser un periodista y no se cumplen su deseo.
😦😧😟🙁☹😢😭,🤪

God Bless,
🙏🇺🇸🇸🇻🧢💯 https://t.co/yuXcXCV8lP | QT: Oscar Machón el mejor ejemplo de activista político disfrazado de Periodista siempre manipulando la información con un solo propósito de hacer daño sin ningún tipo de Ética profesional esos son los periodistas de APES 🤭🤭🤭🤭 https://t.co/6hosxDKaoj",Message,Link,569,7,"Zion, Illinois, United States",Men,,4,0,1,2,
Instagram,https://www.instagram.com/p/CZyuzZEMWpv/,,2/10/2022 5:01 am,"¿SƎ̗ɅƎꓤ ⅂∀ OᗡNՈꟽ ⅂Ǝ ∀I̗ꓤƎS OꟽO̗Ͻ?
¿CÓMO SERÍA EL MUNDO AL REVÉS?
Hoy llega a las librerías ‘Raíces rubias’, de Bernardine Evaristo (bernardineevaristo), una sátira sobre la esclavitud en la que los amos son los esclavos y los esclavos, los amos.
 
A una niña la apartan de su familia a la fuerza para esclavizarla. Sus amos la maltratan y ella hace todo lo posible por escapar. La historia se ha repetido millones de veces. ¿La diferencia?
 
Doris es blanka y la trasladan desde Inglaterra a la capital de Áphrika, donde deberá ajustarse a las exigencias de los esclavistas nigros.
 
Doris echa de menos a sus hermanas, el cielo gris de su tierra natal, ¡hasta el repollo! No encaja con los cánones de belleza aphrikanos: es demasiado rubia, demasiado blanca, demasiado delgada. También echa de menos su nombre: ahora se llama Omorenomwara.
 
Un día consigue huir, pero las cosas no salen según lo planeado y acaba en un barco blankero gobernado por una tripulación nigra que la lleva hasta una plantación de caña en el Japón Occidental.
 
Aunque allí tendrá que trabajar de sol a sol, el resto de los esclavos blankos la acogerá en su pequeña comunidad que mezcla tradiciones europanas y aphrikanas. Recibirá el cariño que tanto ha echado en falta, pero ¿será suficiente para que deje de intentar volver a casa?
 
Por otro lado, Kanga se embarca en una travesía de comercio de esclavos, lo que él considera una misión de liberación. En su viaje hacia el Nuevo Mundo, escribe sus impresiones sobre los nativos blankos y los nigros que ahora viven casi como europanos.
 
En esta novela, que por primera vez ve la luz en español, la autora de 'Niña, mujer, otras' le da la vuelta a la historia con un estilo excepcional y una ironía muy fina. Traducida por Miguel Marqués (_elameri_). Descubre esta incisiva a la vez que divertida crítica. Tienes toda la información en nuestra web.

#libros #novedad #novedadliteraria #libros2022 #Bestseller #novela #sátira #racismo #recomendacionesliterarias #bookstagram #blackhistorymonth",Message,Photo,0,243,,,,238,0,5,0,Género
Twitter,https://twitter.com/GillAr62/statuses/1491673095756726272,GillAr62,2/10/2022 2:19 am,mirandolastar Es muy racista de tu parte🤣🤣🤣,Mention,Text Only,7,1,"La Providencia Siglo XXI, Hidalgo, Mexico",,,0,0,1,0,
Twitter,https://twitter.com/SamuelACarballo/statuses/1491661329228259329,SamuelACarballo,2/10/2022 1:32 am,Racismo es discriminar a los simios comparándolos con humanos,Message,Text Only,739,1,Honduras,Men,,1,0,0,0,
Twitter,https://twitter.com/AteneudelRaval/statuses/1491644079733723138,AteneudelRaval,2/10/2022 12:23 am,"El racismo de Negre y sus (poquísimos) seguidores es un asco. https://t.co/T67qqhXtI8 | QT: Negre: ¡Vamos a escuchar qué le pasó con un inmigrante!
Señora: Quiero denunciar que ya he tenido un problema con un marroquí. Vi que se paraba en una zona donde no se tenía que parar. Era un crío. Le miré de mala leche y pasó de mí. Pero yo pensé que me quería robar o algo. https://t.co/xXReiXvsjT",Message,Link,2417,2,Mexico,Men,,1,0,0,1,
Twitter,https://twitter.com/DANAFLEYSER2/statuses/1491632934079451137,DANAFLEYSER2,2/9/2022 11:39 pm,"“Las personas que no encuentran un significado en sus vidas que los sostenga en los momentos difíciles y con seguridad se encontrarán con tiempos difíciles , se quedan amargados, resentidos y a la deriva"". By Jordan Peterson #True",Message,Text Only,2043,2,"Enterprise, Nevada, United States",Women,,2,0,0,0,Backlash
Twitter,https://twitter.com/LinaenCR/statuses/1491632780639457282,LinaenCR,2/9/2022 11:39 pm,Yo no soy blanca!!!  Yo soy mix y yo no soy una GRAN resentida como esa chica q se llama TANISHA!!! Esa mujer es una mujer resentida social y es acomplejada con su piel! Es un insulto a mi religión!!! Alguien q utiliza tanto filtro es insulto!!!,Message,Text Only,1343,3,Costa Rica,Women,,3,0,0,0,Género
Twitter,https://twitter.com/LinaenCR/statuses/1491619374561693703,LinaenCR,2/9/2022 10:45 pm,Racista y un poco!!! https://t.co/TaaBGrE4Yh | QT: Esta Hpta se va a ir de culo cuando se entere a que se dedican las Águilas Negras en Colombia 🤣 https://t.co/SeTcEdOm81,Message,Link,1343,5,Costa Rica,Women,,3,0,1,1,
Twitter,https://twitter.com/geanfrancodr1/statuses/1491601999573487616,geanfrancodr1,2/9/2022 9:36 pm,malditasea como odio a los negros de verdad maldita gente tan hija de mil putas ojala se mueran todos por malditos sucios es imposible no ser racista en este maldito pais de mierda,Message,Text Only,834,9,"Florida, United States",,,5,0,3,1,
Twitter,https://twitter.com/MrJonhy09/statuses/1491601837656403968,MrJonhy09,2/9/2022 9:36 pm,"El tiba siendo el pendejazo de siempre, puto prieto pata rajada y el puto @Elche1017  me lo quiere vender como Barresi",Message,Text Only,387,1,Mexico,Women,,1,0,0,0,Sexodiversidad
Twitter,https://twitter.com/kventura97/statuses/1491597344793665540,kventura97,2/9/2022 9:18 pm,"Sigan opinando desde su privilegio,  malditos clasistas. Traten de sobrevivir ustedes con ese sueldo! Por personas como ellas es que el Congreso hace lo que hace! https://t.co/jPDaFSn60b | QT: 1/2 Esta tarde conversé con un guardia de seguridad de una empresa en SPS. Entre lágrimas me dijo: “mire Cover, a veces pienso suicidarme, trabajo 15 horas diarias y solo gano L.6,500 el mes. Hasta los domingos  nos hacen trabajar, y si medio nos dormimos, no quitan el día”.",Message,Link,1794,3,Honduras,Men,,3,0,0,0,Perfilamiento racial
Twitter,https://twitter.com/leyv_angel/statuses/1491588790049288197,leyv_angel,2/9/2022 8:44 pm,"Oigan no leo a los izmierdistas mejikanos de MUGRENA , DICIENDO ESO ES RACISMO ESTÁN DISCRIMINANDO A LA MADRE PATRIA https://t.co/H2YFF65Wz3 | QT: ¿Los Chairos ya sacaron su plan de boicotear el idioma español y dejar de hablar y escribir en esa lengua hasta que López perdone a España?",Message,Link,658,0,"Venustiano Carranza, Mexico City, Mexico",Men,,0,0,0,0,
Twitter,https://twitter.com/LinaenCR/statuses/1491585530194186241,LinaenCR,2/9/2022 8:31 pm,"SoyFedeGL Es una racista LITERALMENTE y eso q yo no soy blanca, igual me ofende",Mention,Text Only,1343,1,Costa Rica,Women,,0,0,1,0,
Twitter,https://twitter.com/Doncucaracho/statuses/1491585213926936577,Doncucaracho,2/9/2022 8:30 pm,"Amiga o amigo que quiera ir al concierto de #badbunnymexico #BadBunny, represento a un grupo de empresarios, que intercambiarian viaje y boleto VIP, por una noche de pasión. 

Absténgase personas color mole y de Pomoca. 

Mandar datos a mi DM con foto de cuerpo entero.",Message,Text Only,3408,1,"Villahermosa, Tabasco, Mexico",Men,,1,0,0,0,Tono de piel
Twitter,https://twitter.com/LinaenCR/statuses/1491584324172460032,LinaenCR,2/9/2022 8:26 pm,"OSuaxeneyer Esa mujer es una cosa de locos y yo no se si es q es una resentida, acomplejada (xq no le da un filtro más) o simplemente esta TOSTA!",Mention,Text Only,1343,3,Costa Rica,Women,,2,0,1,0,Género
Twitter,https://twitter.com/Imeldashcvz/statuses/1491569166179987457,Imeldashcvz,2/9/2022 7:26 pm,🤢el vato se queja de las clases sociales y se apena de su “status en la sociedad” al fin la hipotenuza 🧐,Message,Text Only,0,0,"Monterrey, Nuevo León, Mexico",Women,,0,0,0,0,
Twitter,https://twitter.com/MezaSotmo/statuses/1491545257959378945,MezaSotmo,2/9/2022 5:51 pm,"Criminalización posee aristas, para ciertos personajes de la política ello es cómodo y funcional; puesto que poseen el deber ser de toda norma preescrita legitima y positiva. Discriminación es solo una característica propia de la desigualdad. @AldoContro 
https://t.co/cSfw5wcKdM | QT: Sí, criminalización y discriminación son palabritas que se parecen, pero NO significan lo mismo.",Message,Link,35,0,"Tuxtla Gutierrez, Chiapas, Mexico",Men,,0,0,0,0,
Twitter,https://twitter.com/impunidadencr/statuses/1491541811134935045,impunidadencr,2/9/2022 5:37 pm,"maajo18x @JustLusciaa @Alexander_CR87 @MarianaCruz04 Me parece que le hablo a Adri, no a Mariana. Y lo que hablo con Adri es sobre el prejuicio y estereotipo, lo cual genera aún más discriminación, en la cual ciertamente usted también cae, no cree?",Mention,Text Only,724,0,"Turrialba, Cartago, Costa Rica",Men,,0,0,0,0,
Twitter,https://twitter.com/WilliamNazaret/statuses/1491538837033697283,WilliamNazaret,2/9/2022 5:25 pm,diogenesinfante Este voleo donde las masas resentidas le dan a Chávez el poder terminó en la oposición anti chavista convirtiéndose en resentidos. Somos proclives al resentimiento como sociedad.,Mention,Text Only,861,1,"Mexico City, Mexico",Men,,0,0,1,0,Backlash
Twitter,https://twitter.com/AsahelMoran/statuses/1491536178000105475,AsahelMoran,2/9/2022 5:15 pm,"Realmente no esperamos nada de la gente racista y clasista. https://t.co/Wqnk62B5Wn | QT: Yo no debato con gente blanca racistas/clasista, yo los incomodo y me burlo de ellxs. 

Debatir es entender dos posicionamientos o posturas  políticas interesantes, ¿que vas a debatir con alguien que piensa que el pobre es pobre porque quiere? 

Bbs no esperamos nada de ustedes🥰",Message,Link,1679,4,"Guadalajara, Jalisco, Mexico",,,4,0,0,0,
Twitter,https://twitter.com/RobertoSotoPre2/statuses/1491529467990360066,RobertoSotoPre2,2/9/2022 4:48 pm,"aarontwiit @jgnaredo Con tus 26 seguidores a nadie le importa lo que pienses p....chairo nopal , p....m....de hambre resentido y frustrado . https://t.co/6OodvCxOrk",Mention,Photo,7757,7,"Acapulco de Juarez, Guerrero, Mexico",Men,,7,0,0,0,Backlash
Twitter,https://twitter.com/gLobubbLegLo/statuses/1491521273318592518,gLobubbLegLo,2/9/2022 4:15 pm,LaMZapata @TenochHuerta Odiarlo sería darle la importancia que no tiene. Es un pobre hombrecillo acomplejado y lleno de resentimiento porque no nació blanco o porque los demás no nacieron prietos como él. Y eso da pena ajena y risa.,Mention,Text Only,1011,0,"San Salvador Tizatlalli, México, Mexico",,,0,0,0,0,Backlash
Twitter,https://twitter.com/castorbayron62/statuses/1491515609116467203,castorbayron62,2/9/2022 3:53 pm,"gilpr94 @Cosme1Omar @rikeriver20 @Residente Viví en Dorado del Mar y criado en Mayaguez por lo q conozco a Rincón
No es un proceso creado

Donde vivo la mayoria q compra son d India y han desplazado a los demas grupos éktnicos
Sabe porq?

Cerca tenemos un templo Indio y pagan lo q sea

Y pienso vender X $$$$$$$$

Esta mal?",Mention,Text Only,460,3,"Danville, Georgia, United States",Men,,2,0,1,0,Origen cultural
Twitter,https://twitter.com/BruceJulis/statuses/1491512793551581197,BruceJulis,2/9/2022 3:42 pm,"FaniMeraz Clasistas??? Pinches muertos de hambre, tragan tortilla y eructan caviar...",Mention,Text Only,1232,2,"Casa Blanca, Puebla, Mexico",Men,,1,0,1,0,
Twitter,https://twitter.com/PeterLe61523232/statuses/1491508542666330116,PeterLe61523232,2/9/2022 3:25 pm,"Mi mamá es la persona mas terrible que conozco. Homofóbica, racista, xenófoba, y narcisista.",Message,Text Only,103,0,"Cleveland, Ohio, United States",Men,,0,0,0,0,
Twitter,https://twitter.com/NoydanConde/statuses/1491507235083673603,NoydanConde,2/9/2022 3:20 pm,LamelasOrtiz Buen actor pero un resentido social,Mention,Text Only,125,0,"Islamorada, Florida, United States",,,0,0,0,0,Backlash
Twitter,https://twitter.com/yuvlaxku/statuses/1491502184281907201,yuvlaxku,2/9/2022 3:00 pm,misaelmunozc Y también muy racista y colonialista,Mention,Text Only,569,14,"Oaxaca de Juarez, Oaxaca, Mexico",,,13,0,1,0,
Twitter,https://twitter.com/manzo_cornejo/statuses/1491501055783280640,manzo_cornejo,2/9/2022 2:55 pm,La transfobia es racista y colonial https://t.co/rDZjaygnu9 vía @lalistanews,Message,Link,108,0,"Las Delicias, Baja California, Mexico",Women,,0,0,0,0,
Twitter,https://twitter.com/arenteriamedina/statuses/1491495995737321491,arenteriamedina,2/9/2022 2:35 pm,"Faitelson_ESPN ¿Entonces un flaco puede sufrir “gordofobia”, o sea discriminación por su gordura? ¿Se puede ser misógino contra un hombre?Ya no entendí. 🤔",Mention,Text Only,975,0,"Tepatitlan de Morelos, Jalisco, Mexico",,,0,0,0,0,Género
Twitter,https://twitter.com/fbf10462/statuses/1491492159077371906,fbf10462,2/9/2022 2:20 pm,"Eso es lo que usted genera señora Alva, maltrato verbal y discriminación.

https://t.co/ui4kRNpU9n",Message,Link,218,0,"New Jersey, United States",,,0,0,0,0,
Twitter,https://twitter.com/srcasillas/statuses/1491491698089897985,srcasillas,2/9/2022 2:18 pm,"juancar77_8 @Paco_Villa_ @TigresOficial A cómo maman el pito! Para todo quieren sacar a sus putos tigres! Tienen un complejo de inferioridad bien cabrón! Necesitan tanta puta atención, y luego dicen que los demás son los que los buscan.",Mention,Text Only,218,20,"Monterrey, Nuevo León, Mexico",,,19,0,1,0,Sexodiversidad
Twitter,https://twitter.com/abrahambf/statuses/1491490037984374790,abrahambf,2/9/2022 2:11 pm,"jgnaredo Ya ves que el ser prieto y feo no te afecta en nada. Solo es cuestión de que estés todo el día ladrando, y de arrastrado, para recibir los beneficios tipo fifis. Che hipócrita. https://t.co/DBffmWjdlz",Mention,Photo,353,0,"Irapuato, Guanajuato, Mexico",,,0,0,0,0,
Twitter,https://twitter.com/TOmarP2015/statuses/1491484049298362371,TOmarP2015,2/9/2022 1:48 pm,"Es muy triste contemplar impotentes a un imbécil, majadero y acomplejado denigrando la Presidencia de México.
En el lenguaje Diplomático, lo que López dijo esta mañana equivale a una SUSPENSIÓN INDEFINIDA de Relaciones Diplomáticas con España. https://t.co/djETbxuH6P",Message,Photo,1851,7,"Ciudad Lopez Mateos, México, Mexico",,,4,0,0,3,
Facebook,http://www.facebook.com/633767657076047/posts/1367507303702075,Racismo_MX,2/9/2022 1:46 pm,"La transfobia es racista y colonial | La transfobia es una derivación del racismo y la colonialidad. ¿Por qué ambos conceptos estarían relacionados? | 🔰 La transfobia es una derivación del racismo y la colonialidad. ¿Por qué ambos conceptos estarían relacionados? 

No te pierdas a José A. Aguilar en La-Lista
https://la-lista.com/opinion/2022/02/09/la-transfobia-es-racista-y-colonial",Message,Text Only,0,63,,,,46,0,1,16,
Twitter,https://twitter.com/LizzFalcon/statuses/1491474576215351296,LizzFalcon,2/9/2022 1:10 pm,Pura gente racista cree que porque no eres blanco no eres guapo 🤮,Message,Text Only,413,0,"Monterrey, Nuevo León, Mexico",Women,,0,0,0,0,
Twitter,https://twitter.com/QuetzacoatlFsln/statuses/1491472738011254789,QuetzacoatlFsln,2/9/2022 1:03 pm,ARigolleau @indio_nica @FloryCantoX Son apatridas porque no sienten ninguna bandera si sienten los colores verdes de los dólares que les ingresan. Y también son terroristas y de paso hdpta asesinos,Mention,Text Only,621,0,Nicaragua,,,0,0,0,0,Origen cultural
Twitter,https://twitter.com/ElisaVillalvazo/statuses/1491469052610547718,ElisaVillalvazo,2/9/2022 12:48 pm,"RamirezClaudia_ Que infeliz eres y es ""cuando"".

Eres miserable, mala y una traga cuando hay. Y tus trabajos los consigues a gatas o de rodillas.

Además ignorante y llena de odio y clasismo y racismo",Mention,Text Only,1181,0,"Guadalajara, Jalisco, Mexico",Women,,0,0,0,0,
Twitter,https://twitter.com/carlocasno11141/statuses/1491456404733186049,carlocasno11141,2/9/2022 11:58 am,"TenochHuerta 500 años? Pero si tienen invadido el zócalo y este es un país donde la mayoría prieta hace al país, pero si los prietos ganaron de que hablas tenochis? Son los dueños de las calles de todo...pero el chiste es hacerte la víctima sin racismo no existes, porque como actor menos",Mention,Text Only,92,2,"Miguel Aleman (La Doce), Sonora, Mexico",,,2,0,0,0,
