Network,Message URL,Profile,Date,Message,Type,Content Type,Followers,Engagements,Location,Likes,Dislikes,Comments,Shares,Theme
Twitter,https://twitter.com/vzcesarvz/statuses/1531052383861719040,vzcesarvz,5/29/2022 7:18 pm,"Mi papá me dijo que era un clasista, discriminador y que ojalá mis hijos cuando los tenga sean unos malcriados. Todo por exigir higiene y limpieza en mi hogar. Señoras y señores, hoy algo se rompió en mi.",Message,Text Only,75,0,"Merida, Yucatán, Mexico",0,0,0,0,
Twitter,https://twitter.com/mojosonico/statuses/1531044800430055424,mojosonico,5/29/2022 6:48 pm,"d0x00x0p @fede_romo Enano acomplejado el que se queja de todo y de todos todo el tiempo, Podrás decir lo que quieras de Calderón pero él jamás necesito una sección diaria en televisión para quejarse de lo que dicen los demás. https://t.co/uJVFBhLEAZ",Mention,Photo,627,0,Mexico,0,0,0,0,
Twitter,https://twitter.com/ACASTANOSV/statuses/1531032265102352384,ACASTANOSV,5/29/2022 5:58 pm,"Suscribo!!! | QT: “Naco”, es el que avienta basura desde un BMW, igual que la persona que lo hace desde un pesero.
“Naco” es el que no recoge la CACA de su perro en una parque de las Lomas, o de un camellón.  

“Naco”, no depende del dinero ni clase social, son las acciones y nula educación.",Message,Text Only,273,0,"Villa de Costa Rica, Sinaloa, Mexico",0,0,0,0,Odio
Twitter,https://twitter.com/Emanuel_mg/statuses/1531029644664721408,Emanuel_mg,5/29/2022 5:48 pm,"Cifras que marcan: #Puebla ocupa el 1er lugar a nivel nacional en #Discriminación, las mujeres lesbianas son invisibilizadas dentro de la codificación de violencia contra las mujeres y en feminicidios, no son crímenes pasionales son crímenes de odio por orientación sexual. https://t.co/ejPMA16Of6",Mention,Photo,2356,0,"Casa Blanca, Puebla, Mexico",0,0,0,0,"Sexodiversidad, Género"
Twitter,https://twitter.com/Sr_JIFF/statuses/1531029614998454272,Sr_JIFF,5/29/2022 5:48 pm,"Pendejo resentido todos los días | QT: Con la victoria de @SChecoPerez y del @realmadrid hay un contexto de alegría y distracción mirrey que podríamos aprovechar para poner impuestos progresivos.

Lástima que la 4T echó a la basura desde 18 la oportunidad de combatir la desigualdad con una reforma hacendaria profunda.",Message,Text Only,1603,0,"Miguel Hidalgo, Mexico City, Mexico",0,0,0,0,Backlash
Instagram,https://www.instagram.com/p/CeKFJ7npzzg/,,5/29/2022 5:44 pm,"👉La #recomendación de este #domingo nos lleva a enfrentarnos al otro y pensar posiblemente en los tiempos en los que podíamos ser blancos peninsulares o de orilla, negros, indios, zambos, saltapatraces, cuarterones o quinterones.
-
Con un rigor clarividente, Wilkerson desentierra los ocho pilares que conectan los sistemas de castas entre civilizaciones y demuestra cómo nuestra propia era de intensificación de conflictos y agitación ha surgido como consecuencia de las castas. A través de historias de personas reales, expone cómo la insidiosa resaca de las mismas emerge todos los días, documenta sus sorprendentes costos de salud y explora sus efectos en la cultura y la política. 
-
⭐Puntuación: 3/5
-
Libro completamente nuevo y disponible con envío inmediato a cualquier parte de #venezuela
-
Pregunta sin compromiso por opciones de pago y forma de envío enviándonos un DM o por los siguientes medios:

✉️ libros.mnemosine@gmail.com

📞+51947209683

-
Las salidas son todos los lunes y el tiempo de tránsito son 15 días hábiles (sin tomar en cuenta circunstancias sobrevenidas)
-
#Casta #paidos #venezuela #libros #librosvenezuela #vzla #libreria #envio #novedades #recomendado #lectura #domingo #caracas #valencia #maracaibo #maturin #pzo #margarita #merida #maracay #maracaibo #racismo #discriminación #planetadelibros",Message,Photo,0,3,,3,0,0,0,Origen cultural
Twitter,https://twitter.com/charlygalicia/statuses/1531028480279846913,charlygalicia,5/29/2022 5:43 pm,"Tantas maneras para criticar al obradorismo y la derecha y la izquierda verdadera y crítica lo hacen a partir de falacias: cómo habla, cómo viste, el color de piel o su edad. Su nivel de lectura es pobre, muy muy pobre. | QT: “Es que… este… esteee… en algunas regiones del país… esteee… se piensa que esteee… tienen que cuidar que no haya armas…” https://t.co/IDJnLDznRC",Message,Text Only,1537,0,Mexico,0,0,0,0,
Twitter,https://twitter.com/GabyJimenezMX/statuses/1531026178240155648,GabyJimenezMX,5/29/2022 5:34 pm,"caroviggiano Nadie te cree @caroviggiano todos sabemos que eres cruel, despota y clasista!! Lo qué haces por votos se ve falso!! #NiUnVotoAlPRIANPRDMC2022",Mention,Text Only,7523,0,Mexico,0,0,0,0,
Twitter,https://twitter.com/Miriam26361605/statuses/1531025938473005063,Miriam26361605,5/29/2022 5:33 pm,"lopezobrador este sí es todo un señor, no como tú :
Acomplejado, inepto, corrupto... | QT: UYUYUYUY...@SChecoPerez se fue a festejar con @FelipeCalderon !!! https://t.co/Z2uX4gtp1Y",Mention,Text Only,2293,0,"San Lorenzo Acopilco, Mexico City, Mexico",0,0,0,0,
Twitter,https://twitter.com/GikrominaA/statuses/1531010197342367744,GikrominaA,5/29/2022 4:30 pm,luisghernan @ClaudioXGG Nefastos como siempre los de MORENA. Jódete con tu racismo cabr0n.,Mention,Text Only,107,0,"Acapulco de Juarez, Guerrero, Mexico",0,0,0,0,
Twitter,https://twitter.com/LuisArenas/statuses/1531008837364469761,LuisArenas,5/29/2022 4:25 pm,"Me gusta pensar que naco quiere decir “ignorante por decisión” | QT: “Naco”, es el que avienta basura desde un BMW, igual que la persona que lo hace desde un pesero.
“Naco” es el que no recoge la CACA de su perro en una parque de las Lomas, o de un camellón.  

“Naco”, no depende del dinero ni clase social, son las acciones y nula educación.",Message,Text Only,1152,0,"Merida, Yucatán, Mexico",0,0,0,0,Odio
Twitter,https://twitter.com/gerardoberumen/statuses/1531007823450099713,gerardoberumen,5/29/2022 4:21 pm,"aleman_1198 @CRubicon2 @emil_izaguirre @algimusic @thibautcourtois @Faitelson_ESPN @realmadrid @DaniCarvajal92 @David_Alaba @edermilitao @ferland_mendy @ToniKroos @lukamodric10 @Casemiro @vinijr @Benzema @fedeevalverde @Camavinga @RodrygoGoes Déjales, son culés o colchoneros resentidos, sí esos que tuvieron CEROplete esta temporada",Mention,Text Only,1176,0,"Santa Rosa Jauregui, Querétaro, Mexico",0,0,0,0,Backlash
Instagram,https://www.instagram.com/tv/CeJ7CV8tROS/,,5/29/2022 4:17 pm,"Yo no sé ustedes pero ese Señor me tiene muy harta y más harta aún el que siempre la muy irresponsable comunidad internacional quieran que nosotros carguemos con una sociedad totalmente destruida en parte por ellos mismos.

Así no

Escucha el comentario completo en Abriendo la Mañana en You Tuve

#racismo
#raza
#haití 
#xenofobia",Message,Video,0,31,,29,0,2,0,
Twitter,https://twitter.com/adaroomero/statuses/1531005352988254209,adaroomero,5/29/2022 4:11 pm,"chiliwilli760 ¿Con la “otra no sabe leer”, te refieres a ti? Porque pregunte, porque era clasismo y contestaste otra cosa.",Mention,Text Only,111,0,"Santa Rosa Jauregui, Querétaro, Mexico",0,0,0,0,
Twitter,https://twitter.com/Marcelo03887357/statuses/1530992882676600832,Marcelo03887357,5/29/2022 3:22 pm,Dos mojitos aunque se lea clasista | QT: @Marcelo03887357 ¿Y unos alcoholes?,Message,Text Only,263,0,"Jiutepec, Morelos, Mexico",0,0,0,0,
Instagram,https://www.instagram.com/p/CeJ0v85KR2F/,,5/29/2022 3:21 pm,"Me encantaría ver la cara de algunos al oír algo como esto 😆. Nadie puede elegir nada al nacer, pensadlo antes de prejuzgar.
.
.
.
#prejuicios #racismo #igualdad #cultura #dromakana #gitanos #sorteo",Message,Photo,0,0,,0,0,0,0,
Twitter,https://twitter.com/AlejandroAsat/statuses/1530992283566350336,AlejandroAsat,5/29/2022 3:19 pm,"AntonioPerezMEX el prieto en el arroz | QT: ""¡Checo, Checo, Checo!"", gritaron.

📸 / Alejandro Mendoza
#Formula1 #GPmonaco2022 https://t.co/y7PYTtIvMn",Mention,Text Only,293,0,"Tuxtla Gutierrez, Chiapas, Mexico",0,0,0,0,
Twitter,https://twitter.com/gerardoberumen/statuses/1530991504650649603,gerardoberumen,5/29/2022 3:16 pm,RealMad39619645 @matrellu @AdriRM33 La excusa eterna del culé resentido.,Mention,Text Only,1176,0,"Santa Rosa Jauregui, Querétaro, Mexico",0,0,0,0,Backlash
Twitter,https://twitter.com/jvalenci777/statuses/1530981802738913280,jvalenci777,5/29/2022 2:38 pm,"luisghernan @ClaudioXGG El más PRIeto es el Xoconostle. Pero los otros no son anglosajones rubios, más bien son negros también con los pelos pintados.",Mention,Text Only,3366,0,"Naucalpan de Juarez, México, Mexico",0,0,0,0,
Twitter,https://twitter.com/MaALoC7/statuses/1530981737781682178,MaALoC7,5/29/2022 2:37 pm,"👏🏼👏🏼👏🏼👏🏼👏🏼
Y pensar en toda la discriminación que son objeto acá en Chihuas... 🙄 | QT: Los hermanos Antonio, Lorena y Talina Ramírez, de origen rarámuri 🇲🇽 se cubrieron de gloria dentro de su participación en el Ultra Maratón Born to Run 2022, al lograr el primero, segundo y tercer lugar, respectivamente, tras cruzar la meta de 60 kilómetros. https://t.co/vGrHf29bBp",Message,Text Only,438,0,Mexico,0,0,0,0,
Twitter,https://twitter.com/Johnnyvgarcia/statuses/1530973779635183616,Johnnyvgarcia,5/29/2022 2:06 pm,"Qué bueno que haya ganado Sergio Pérez. Ya fuera de broma no me gusta el automovilismo porque con todo respeto, no me parece un deporte. Además de que es algo clasista y elitista. No “cualquiera” se puede dedicar a ello. En fin, cada quien.",Message,Text Only,3889,0,"Monterrey, Nuevo León, Mexico",0,0,0,0,
Twitter,https://twitter.com/Oswaldo87Mejia/statuses/1530956320291139584,Oswaldo87Mejia,5/29/2022 12:56 pm,"Estoy llorando bien qlero raza 💔 | QT: El tributo a Bruno.
El perrito que perdió la vida al defender a su familia en un asalto en su casa. 😔😔😔😔

Regresa a casa y se feliz Bruno.😢😢
Se feliz en el cielo de los animalitos y perdona a los humanos inconscientes. 😭😭😭 https://t.co/r0SjJdgYzx",Message,Text Only,414,0,"Tenango de Arista, México, Mexico",0,0,0,0,
Twitter,https://twitter.com/_FerLeonMex/statuses/1530956062437818368,_FerLeonMex,5/29/2022 12:55 pm,"El resentido ""doctorado en medios""...#pobrewey👇🏻 | QT: RETO

Encuentre UNA persona de tez morena, de entre toda la gente de Jalisco y Nuevo León con la que se reunió el 
@ClaudioXGG este fin de semana

Una sola, por favor.

¿Está claro el México que quiere, no?😏 https://t.co/CoeiYGsKca",Message,Text Only,266,0,"Monterrey, Nuevo León, Mexico",0,0,0,0,Backlash
Instagram,https://www.instagram.com/p/CeJjl1MrqY4/,,5/29/2022 12:51 pm,"Un tipo le preguntaba a un creyente pseudointelectual con tendencias al fanatismo judeocristiano acerca de que, ""Si Jehová Yahveh creó al hombre a su imagen y semejanza siendo este primer hombre supuestamente de tes blanca (ello para el adepto, quien lo da por sentado) ¿de donde provienen las demás razas?""... (Sé que es un cuestionamiento básico y pueril, aunque no por ello menos válido; ya que la respuesta provendrá de una fábula dogmática analfabeta, ignorante y mediocre de la edad de bronce. Cabe aclarar que técnicamente las razas no existen, científicamente se habla de una sola especie partiendo desde un objetivo análisis genetista: el homo sapiens. El concepto de razas en la sociedad, no es más que una discriminatoria extrapolación elitista desde el renacentismo) a lo que por supuesto el creyente contesta que... ¡provienen de Caín! por ende del pecado (por ende, son razas, o de cierto manera seres inferiores)... 

Jajaja a lo que voy es que, se me hace curioso todo esto, ya que luego dicen que el fanático no es supremacista, ni racista...¡no sé cómo se puede ser más racista que eso! Llamar a un afrodescendiente, o aún asiático por ejemplo, seres infrahumanos producto de la desobediencia y el pecado jajajaja...

Es que son como aquel machista que usa frases como: ""las mujeres son ayuda idónea provenientes del hombre"". O el homofóbico que dice que: ""los homosexuales son aberraciones de la naturaleza, o simples trastornados"". No sé cómo se puede ser más ignorante que todo esto.

#apoyo #gay #gaycolombia #lesbian #ciencia #reflexiones #criticas #lgbt #lgbtcommunity #ateismo #ateo #cristianismo #religion #moralismo #machismo #homofobia #racismo #racism",Message,Photo,0,27,,8,0,19,0,"Sexodiversidad, Género"
Twitter,https://twitter.com/adaroomero/statuses/1530954825248153612,adaroomero,5/29/2022 12:50 pm,"chiliwilli760 ¿Con la otra no sabe leer te refieres a ti? Porque pregunte, porque era clasismo y contestaste otra cosa.",Mention,Text Only,111,0,"El Pueblito, Querétaro, Mexico",0,0,0,0,
Instagram,https://www.instagram.com/p/CeJd9DLg4yH/,,5/29/2022 12:02 pm,"La homosexualidad no es sinónimo de ofensa o depravación; la piel negra no es sinónimo de delincuencia e ignorancia; la pobreza no es sinónimo de inferioridad y analfabetismo; los latinos no son sinónimo de drogas y prostitución. ¿Acaso no se es digno de respeto y un trato igualitario por ser lo que somos? Esas personas que reprochan, miran de reojo y apuntan con el dedo mientras dicen “raro”, casi siempre hacen alarde de su “moralidad” y pretenden que tener a “Dios” en sus labios todo el tiempo los convierte en mejores personas. Sin embargo, solo inspiran vergüenza y, probablemente, representan todos los males que dicen ver en los demás. 

Juliiann0

estoescambio
cambiamoscolombia
ladirekta
cofradiacambio2.0
elclosetlgbt
feministailustrada

#DerechosHumanos #País #Politica #LGBTI #Paz #Cristianos #Gay #Colombia #Sociedad #Igualdad #Mexico #España #Bogotá #Medellin #Pride #OrgulloColombiano #Racismo #Latinos #Justicia",Message,Photo,0,82,,72,0,10,0,Sexodiversidad
Instagram,https://www.instagram.com/p/CeJdjsCtoNb/,,5/29/2022 11:58 am,"Camavinga nació en un campo de refugiados en Angola a donde sus padres recalaron huyendo de la guerra del Congo, país del que son originarios. Al año siguiente de nacer, la familia emigró a Francia en cuyo país sufrió a los diez años el incendio de su casa, teniendo que recurrir la familia a los servicios sociales. Ayer se proclamó campeón de Europa con el Real Madrid. Esta es una cara de la inmigración y de los refugiados que los propagadores del odio no suelen mostrar. A este hombre le piden fotos y autógrafos algunos que odian a sus hermanos, bastante menos exitosos que él. Si para que no te rechacen fuera necesario ganar la Champions, apañados estarían todos... #championsleague #refugees #refugiados #RealMadrid #Camavinga #acnur #unhcr #camavinga #uefachampionsleague #aporofobia #racismo",Message,Photo,0,4,,4,0,0,0,
Twitter,https://twitter.com/oscarzamoraroja/statuses/1530934111837249536,oscarzamoraroja,5/29/2022 11:28 am,"PelonGomis @rociogl36 Acomplejado? Tú crees? De verdad sigue tu camino... no te subas al ring no sabes ....nada, disculpa pero mejor actúa o trata por que te falta un buen..y no le voy a nadie solo veo lo mal que estamos con ese tipo de criticas... propongan",Mention,Text Only,53,0,"Colonia del Valle, Mexico City, Mexico",0,0,0,0,
Twitter,https://twitter.com/pepemoncho58/statuses/1530924321778151424,pepemoncho58,5/29/2022 10:49 am,"Hasta creés!!!...
Estas ratas hambrientas de poder económico y de impunidad, no pararán de robar!!!...

Solo los ...endejos resentidos, como tú comprenderás creen que están limpios

🤣🤣🤣 https://t.co/Lfw0uxbY3E | QT: https://t.co/96ttyMCaWS",Message,Photo,1113,0,"Fuentes del Valle, México, Mexico",0,0,0,0,Backlash
Twitter,https://twitter.com/BrinaSabrina69/statuses/1530922815960014848,BrinaSabrina69,5/29/2022 10:43 am,"Por no ser racista y no ser clasista...
Me robaron mi bolso...
Esas morras a las que defendí del racismo y clasismo en el bar me robaron mi bolso...
Kede 🤡",Message,Text Only,5167,0,"Naucalpan de Juarez, México, Mexico",0,0,0,0,Género
Instagram,https://www.instagram.com/p/CeJTzK-uy6W/,,5/29/2022 10:33 am,"#NoticiasEV La vicepresidenta de los Estados Unidos 🇺🇲, Kamala Harris asistió al funeral de Ruth Whitfield, quién fue una de las 10 personas de raza negra asesinadas en un ataque racista en un supermercado de Buffalo.

Su funeral que se convirtió en un llamado a la acción y en una emotiva petición para poner fin al odio y la violencia que ha sacudido a la nación.

Harris acudió al servicio de la Iglesia Bautista Monte de los Olivos en Buffalo acompañada por Doug Emhoff, su esposo y el segundo caballero de Estados Unidos.

Harris se dirigió a los dolientes para decir que este es un momento para que “todas las buenas personas” se enfrenten a la injusticia que ocurrió en el supermercado Tops Friendly el 14 de mayo, así como en la escuela primaria Robb en Uvalde, Texas, y en otros tiroteos masivos.
📸 Geoff Robins/AFP via Getty Images uninoticias

#EVNews #KamalaHarris #RuthWhitfield #Buffalo #Funeral #racismo #armas",Message,Photo,0,4,,4,0,0,0,
Instagram,https://www.instagram.com/p/CeJO7jQIbWr/,,5/29/2022 9:50 am,"Empezando por una definición breve y concisa de la palabra terrorismo, dicho término se describe como una forma concreta de ejercer la violencia. Una violencia de carácter político que tiene la intención de causar daño sobre algunos colectivos o incluso la totalidad de la población.

El tipo de terrorismo que más ha captado la atención mediática en las últimas décadas ha sido de largo el terrorismo islamista, yihadismo o terrorismo islámico. Sin duda, lo mencionado está relacionado con los acontecimientos de inicio de siglo XXI y los mundialmente conocidos Atentados del 11 de septiembre de 2001, donde se produjeron una serie de cuatro ataques terroristas en los Estados Unidos perpetuados por el grupo terrorista islámico Al Qaeda.

Estos atentados derribaron las icónicas Torres Gemelas y causaron 2.996 muertes y más de 25.000 personas heridas. Fueron además el pistoletazo de salida de una operación exhaustiva donde los centros de inteligencia y antiterrorismo occidentales volcaron toda su atención sobre el terrorismo yihadista, no sin motivos, pues al 11 de septiembre le sucedieron los atentados del 11 de marzo de 2004 en Madrid, España, donde murieron 193 personas; y, también, los atentados del 7 de julio de 2005 en Londres donde fueron asesinadas 52 personas, por nombrar algunos de los ejemplos más conocidos dentro de los países occidentales.

Lee la noticia en la bio o en aldescubierto.org

- Imagen portada: Material incautado por la Policía Nacional en la 'Operación Ario'. Autor: Policía Nacional. Fuente: Policía Nacional.

- Imagen 1: Miembro de Proud Boys. Autor: Paul Becker/Becker1999. Fuente: Flickr / CC BY 2.0

- Imagen 8: Al-Noor Islamic Centre i Bærum. Autor: Kjetil Ree, 28/08/2019. Fuente. Wikimedia Commons / CC BY-SA 3.0

#terrorismo #supremacismo #eeuu #europa #racismo #xenofobia #islamofobia #texas #christchurch #brentontarrant #buffalo #extremaderecha #altright",Message,Photo,0,222,,219,0,3,0,Perfilamiento racial
Twitter,https://twitter.com/XaltenoLopez/statuses/1530909024845283328,XaltenoLopez,5/29/2022 9:48 am,abrahamendieta Por qué esas funestas heroinas prianistas no se dan una vuelta por Ags. para sellar con sus imágenes la derrota! Hay discriminación.,Mention,Text Only,203,0,"Aguascalientes, Aguascalientes, Mexico",0,0,0,0,
Twitter,https://twitter.com/ejossimar56/statuses/1530902296556601344,ejossimar56,5/29/2022 9:22 am,"Junt@s combatiendo la pobreza, la inequidad, la violencia, la exclusión, la discriminación. JUNT@S CONSTRUYENDO LA PAZ | QT: ¡Por cada joven beneficiario del Programa #JuntosConstruyendoLaPaz estaremos construyendo un plan de vida! https://t.co/nsk6mWbz9W",Message,Text Only,13,0,"Coyoacan, Mexico City, Mexico",0,0,0,0,
Twitter,https://twitter.com/68Duarte/statuses/1530874890076704769,68Duarte,5/29/2022 7:33 am,ferbelaunzaran El fifi de closet!!!! Resentido de izquierda.,Mention,Text Only,69,0,"Azcapotzalco, Mexico City, Mexico",0,0,0,0,Backlash
Twitter,https://twitter.com/marccrosas/statuses/1530862764444590080,marccrosas,5/29/2022 6:44 am,"MiguelSerranoTV ¿Pensemos lo racista de este hilo desde el segundo tuit? Informativo, pero parece panfleto de tus amigos de VOX.",Mention,Text Only,296651,0,"Venustiano Carranza, Mexico City, Mexico",0,0,0,0,
Twitter,https://twitter.com/DraMelendrez/statuses/1530816094771896320,DraMelendrez,5/29/2022 3:39 am,"JucaNoticias Que estupidez de este traidor a la patria, panazi, facista, clasista racista ya debería ser retirado del congreso es una verguenza ese Cuadri.",Mention,Text Only,78,0,Mexico,0,0,0,0,
Twitter,https://twitter.com/JuampiSwan/statuses/1530785529729404928,JuampiSwan,5/29/2022 1:38 am,"Patodiaza Sigan, sigan... Solamente exponen lo bajo que caen ustedes con tal de justificar su discriminación",Mention,Text Only,372,0,"Magdalena Contreras, Mexico City, Mexico",0,0,0,0,
Twitter,https://twitter.com/MrPavelMeza/statuses/1530775859124051969,MrPavelMeza,5/29/2022 12:59 am,"FortunatoParRms Toda mi vida lo he padecido, desde la infancia hasta la fecha. Solo que uno va aprendiendo el sutil arte de enviar al carajo a tanto imbécil acomplejado que pulula por el mundo.",Mention,Text Only,260,0,"Villa de Costa Rica, Sinaloa, Mexico",0,0,0,0,
Twitter,https://twitter.com/jahmingdub/statuses/1530774823927963649,jahmingdub,5/29/2022 12:55 am,"Ni sexismo, ni homofobia, ni racismo, ni especismo
#antifascista #antifacycling #punkbike #veganpunkbike #orientepunkbike 
.
.
.
.
Pedalea y ataca 🚴🏾‍♂️🚴🏾‍♂️🚴🏾‍♂️🚴🏾‍♂️

https://t.co/4N5qIlS6g0 https://t.co/dL8liCG2jo",Message,Photo,127,0,"Iztapalapa, Mexico City, Mexico",0,0,0,0,
Twitter,https://twitter.com/hecid/statuses/1530753322713497604,hecid,5/28/2022 11:30 pm,ArthurAMcN @pgabascal @marielfernn Gran diferencia. Sigue habiendo discriminación.,Mention,Text Only,2077,0,"Xochimilco, Mexico City, Mexico",0,0,0,0,
Twitter,https://twitter.com/Yoshio_Lara/statuses/1530752230101594112,Yoshio_Lara,5/28/2022 11:25 pm,"La oposición, la cueva de la gente racista. | QT: @Yoshio_Lara @NabetseArellano @CitlaHM @abrahamendieta @CamMttz @VLorelei @ALEIDAALAVEZ @julietaetznab @Claudiashein @DiputadosMorena Que tu cara prehispánica no te acompleje. No puede uno preguntar que chingados es una Nabetse o un Yoshio?",Message,Text Only,2353,0,"Cuauhtemoc, Mexico City, Mexico",0,0,0,0,
Twitter,https://twitter.com/AliasCane/statuses/1530749704484659202,AliasCane,5/28/2022 11:15 pm,"En el fondo, todos somos racistas, clasistas y especiecistas. https://t.co/R8dvjBTDsg",Message,Photo,12231,57,"Colonia del Valle, Mexico City, Mexico",49,0,4,4,
